ID,q4_lat,q4_long,q4_district,q56,Avg_Income,ZONASTAT
"104933",45.07454884,7.690855408,Torino,"2",1250.5,"12"
"6057",45.07714,7.68785,Torino,"4",2250.5,"12"
"6144",45.07722,7.68788,Torino,"2",1250.5,"12"
"6208",45.07724,7.68807,Torino,"2",1250.5,"12"
"6211",45.07702,7.68789,Torino,"7",3750.5,"12"
"6213",45.07715,7.68783,Torino,"6",3250.5,"12"
"6232",45.07708,7.68766,Torino,"15",15000,"12"
"6248",45.07746,7.68858,Torino,"15",15000,"12"
"6255",45.07713,7.68775,Torino,"6",3250.5,"12"
"6265",45.07712,7.68792,Torino,"4",2250.5,"12"
"6283",45.077,7.68792,Torino,"8",4250.5,"12"
"6494",45.07703,7.68824,Torino,"4",2250.5,"12"
"6504",45.07725,7.68789,Torino,"4",2250.5,"12"
"6581",45.07714,7.68785,Torino,"12",8500.5,"12"
"6584",45.0771,7.68766,Torino,"4",2250.5,"12"
"6651",45.07712,7.68787,Torino,"5",2750.5,"12"
"6692",45.07715,7.68772,Torino,"5",2750.5,"12"
"6704",45.07733,7.68829,Torino,"8",4250.5,"12"
"6950",45.07725,7.68817,Torino,"15",15000,"12"
"6366",45.07687,7.69006,Torino,"6",3250.5,"12"
"6565",45.07607,7.691,Torino,"2",1250.5,"12"
"6568",45.0769,7.69001,Torino,"2",1250.5,"12"
"6634",45.0773,7.69002,Torino,"15",15000,"12"
"5477",45.07909,7.6765,Torino,"5",2750.5,"12"
"5080",45.07695,7.68333,Torino,"2",1250.5,"12"
"4372",45.08115,7.67532,Torino,"3",1750.5,"12"
"105201",45.08166651,7.676010132,Torino,"6",3250.5,"12"
"2201",45.08,7.68168,Torino,"4",2250.5,"12"
"6798",45.0671,7.71189,Torino,"6",3250.5,"14"
"3730",45.05715,7.69391,Torino,"3",1750.5,"15"
"101997",45.05611968,7.692572021,Torino,"15",15000,"15"
"107971",45.05529487,7.692077653,Torino,"15",15000,"15"
"101749",45.05927246,7.694975281,Torino,"15",15000,"15"
"103016",45.05266575,7.689743042,Torino,"4",2250.5,"15"
"5589",45.05636,7.69635,Torino,"4",2250.5,"15"
"6481",45.0832,7.65986,Torino,"8",4250.5,"16"
"6853",45.08291,7.66024,Torino,"2",1250.5,"16"
"104306",45.07862807,7.667770386,Torino,"15",15000,"16"
"4353",45.08123,7.66121,Torino,"3",1750.5,"16"
"4922",45.08088,7.65736,Torino,"4",2250.5,"16"
"108945",45.07697328,7.667337799,Torino,"15",15000,"16"
"5919",45.0792,7.65791,Torino,"15",15000,"16"
"105415",45.08388239,7.661672974,Torino,"2",1250.5,"16"
"104667",45.07770817,7.665846491,Torino,"4",2250.5,"16"
"5963",45.07727,7.65747,Torino,"4",2250.5,"16"
"3846",45.08173,7.6601,Torino,"2",1250.5,"16"
"6072",45.08067,7.66382,Torino,"4",2250.5,"16"
"106357",45.08521563,7.656866455,Torino,"2",1250.5,"16"
"2389",45.06737,7.65508,Torino,"15",15000,17bis
"109134",45.066017,7.657252693,Torino,"2",1250.5,17bis
"126",45.06546,7.65679,Torino,"5",2750.5,17bis
"218",45.06444,7.65672,Torino,"6",3250.5,17bis
"425",45.06542,7.6556,Torino,"5",2750.5,17bis
"780",45.06487,7.65697,Torino,"7",3750.5,17bis
"843",45.065,7.65687,Torino,"8",4250.5,17bis
"850",45.06529,7.65673,Torino,"7",3750.5,17bis
"1330",45.06461,7.65692,Torino,"2",1250.5,17bis
"1581",45.06522,7.65669,Torino,"3",1750.5,17bis
"2122",45.06425,7.65637,Torino,"4",2250.5,17bis
"2189",45.06488,7.65663,Torino,"15",15000,17bis
"2274",45.06481,7.65686,Torino,"8",4250.5,17bis
"2277",45.0654,7.6567,Torino,"13",9500.5,17bis
"2299",45.06535,7.65668,Torino,"4",2250.5,17bis
"2347",45.06534,7.65685,Torino,"9",5500.5,17bis
"2564",45.06529,7.65672,Torino,"4",2250.5,17bis
"2601",45.06507,7.65674,Torino,"7",3750.5,17bis
"2907",45.06542,7.65677,Torino,"3",1750.5,17bis
"3027",45.06516,7.65697,Torino,"5",2750.5,17bis
"3378",45.06445,7.65649,Torino,"3",1750.5,17bis
"4324",45.06469,7.65627,Torino,"8",4250.5,17bis
"101075",45.06409,7.65646,Torino,"7",3750.5,17bis
"101295",45.06503189,7.656523132,Torino,"7",3750.5,17bis
"101310",45.0639997,7.655807734,Torino,"5",2750.5,17bis
"101334",45.06381943,7.656222725,Torino,"6",3250.5,17bis
"108167",45.06485002,7.655493164,Torino,"6",3250.5,17bis
"101004",45.06847,7.66275,Torino,"6",3250.5,17bis
"101029",45.06847,7.66275,Torino,"6",3250.5,17bis
"101218",45.06727488,7.661501312,Torino,"6",3250.5,17bis
"6305",45.06843,7.65696,Torino,"2",1250.5,17bis
"102973",45.06872975,7.658239746,Torino,"5",2750.5,17bis
"294",45.06494,7.65811,Torino,"3",1750.5,17bis
"411",45.06481,7.65826,Torino,"15",15000,17bis
"439",45.06472,7.65868,Torino,"11",7500.5,17bis
"475",45.06351,7.65947,Torino,"7",3750.5,17bis
"594",45.06514,7.65867,Torino,"14",12500.5,17bis
"663",45.06426,7.65965,Torino,"5",2750.5,17bis
"736",45.06473,7.65868,Torino,"4",2250.5,17bis
"696",45.06486,7.65878,Torino,"6",3250.5,17bis
"700",45.06481,7.65835,Torino,"14",12500.5,17bis
"859",45.06428,7.6596,Torino,"6",3250.5,17bis
"878",45.06437,7.65936,Torino,"11",7500.5,17bis
"885",45.06397,7.65982,Torino,"2",1250.5,17bis
"891",45.06436,7.65961,Torino,"3",1750.5,17bis
"901",45.06498,7.6582,Torino,"6",3250.5,17bis
"930",45.06423,7.65954,Torino,"2",1250.5,17bis
"986",45.06425,7.65953,Torino,"4",2250.5,17bis
"1013",45.06343,7.65944,Torino,"15",15000,17bis
"1055",45.0646,7.6594,Torino,"15",15000,17bis
"1078",45.06477,7.65874,Torino,"7",3750.5,17bis
"1335",45.06364,7.65968,Torino,"15",15000,17bis
"1422",45.06365,7.65857,Torino,"8",4250.5,17bis
"1424",45.06365,7.65943,Torino,"4",2250.5,17bis
"1437",45.06319,7.6594,Torino,"9",5500.5,17bis
"1459",45.06441,7.6592,Torino,"6",3250.5,17bis
"1483",45.0634,7.65934,Torino,"6",3250.5,17bis
"1759",45.06474,7.65885,Torino,"8",4250.5,17bis
"1793",45.06493,7.65811,Torino,"15",15000,17bis
"1817",45.06391,7.65846,Torino,"7",3750.5,17bis
"1882",45.06352,7.65914,Torino,"14",12500.5,17bis
"1948",45.06349,7.65968,Torino,"7",3750.5,17bis
"1983",45.06458,7.65992,Torino,"7",3750.5,17bis
"2022",45.06354,7.65924,Torino,"4",2250.5,17bis
"2149",45.06367,7.65925,Torino,"3",1750.5,17bis
"2218",45.06367,7.65902,Torino,"2",1250.5,17bis
"2224",45.06462,7.65831,Torino,"11",7500.5,17bis
"2290",45.06415,7.65816,Torino,"15",15000,17bis
"2304",45.06345,7.65954,Torino,"7",3750.5,17bis
"2372",45.06474,7.65865,Torino,"15",15000,17bis
"2377",45.06442,7.65977,Torino,"14",12500.5,17bis
"2386",45.06442,7.65967,Torino,"4",2250.5,17bis
"2471",45.06478,7.65999,Torino,"3",1750.5,17bis
"2581",45.06379,7.65908,Torino,"7",3750.5,17bis
"2619",45.06369,7.65913,Torino,"15",15000,17bis
"2681",45.06513,7.65943,Torino,"11",7500.5,17bis
"2734",45.0648,7.65849,Torino,"8",4250.5,17bis
"2868",45.06481,7.65815,Torino,"4",2250.5,17bis
"2978",45.06502,7.65821,Torino,"4",2250.5,17bis
"2999",45.06429,7.65967,Torino,"9",5500.5,17bis
"3291",45.06349,7.65935,Torino,"12",8500.5,17bis
"3297",45.06361,7.65936,Torino,"15",15000,17bis
"3313",45.06495,7.65803,Torino,"15",15000,17bis
"3317",45.06464,7.65865,Torino,"15",15000,17bis
"3402",45.06406,7.65964,Torino,"4",2250.5,17bis
"3544",45.06482,7.65981,Torino,"3",1750.5,17bis
"4092",45.06467,7.6597,Torino,"5",2750.5,17bis
"4128",45.0639,7.65964,Torino,"15",15000,17bis
"4464",45.06359,7.6597,Torino,"3",1750.5,17bis
"5031",45.06366,7.65878,Torino,"9",5500.5,17bis
"5529",45.06443,7.65867,Torino,"5",2750.5,17bis
"100987",45.06427,7.65942,Torino,"15",15000,17bis
"100988",45.06312,7.6584,Torino,"4",2250.5,17bis
"101220",45.06494854,7.658137822,Torino,"2",1250.5,17bis
"101299",45.064994,7.658175373,Torino,"7",3750.5,17bis
"101322",45.06272819,7.658497238,Torino,"10",6500.5,17bis
"101337",45.06307518,7.658731341,Torino,"2",1250.5,17bis
"101344",45.06491065,7.65875473,Torino,"15",15000,17bis
"103034",45.06505025,7.65953064,Torino,"6",3250.5,17bis
"104150",45.06433473,7.658411407,Torino,"4",2250.5,17bis
"105456",45.06357912,7.658157349,Torino,"3",1750.5,17bis
"108826",45.06481422,7.658441127,Torino,"5",2750.5,17bis
"108676",45.06872973,7.660986328,Torino,"4",2250.5,17bis
"184",45.06566,7.65869,Torino,"4",2250.5,17bis
"310",45.06512,7.65746,Torino,"5",2750.5,17bis
"508",45.06421,7.65722,Torino,"14",12500.5,17bis
"522",45.06622,7.66095,Torino,"2",1250.5,17bis
"965",45.06683,7.65962,Torino,"5",2750.5,17bis
"1067",45.06515,7.65775,Torino,"4",2250.5,17bis
"1396",45.06527,7.65902,Torino,"7",3750.5,17bis
"1875",45.06616,7.6611,Torino,"3",1750.5,17bis
"2102",45.06554,7.65794,Torino,"4",2250.5,17bis
"2225",45.06546,7.65858,Torino,"3",1750.5,17bis
"2440",45.06758,7.65884,Torino,"11",7500.5,17bis
"2517",45.06494,7.65778,Torino,"3",1750.5,17bis
"2817",45.06497,7.65777,Torino,"2",1250.5,17bis
"3355",45.06513,7.65767,Torino,"6",3250.5,17bis
"3371",45.06508,7.65731,Torino,"4",2250.5,17bis
"5184",45.06619,7.66094,Torino,"6",3250.5,17bis
"100998",45.06511,7.65772,Torino,"5",2750.5,17bis
"101198",45.06478,7.6574,Torino,"6",3250.5,17bis
"101286",45.06556688,7.660494946,Torino,"11",7500.5,17bis
"101347",45.06504705,7.657660389,Torino,"8",4250.5,17bis
"104021",45.06782046,7.660149479,Torino,"4",2250.5,17bis
"105773",45.06539563,7.660213852,Torino,"15",15000,17bis
"101275",45.06516829,7.657789135,Torino,"10",6500.5,17bis
"1574",45.06728,7.66246,Torino,"5",2750.5,"18"
"3325",45.06713,7.66621,Torino,"7",3750.5,"18"
"103626",45.06678992,7.665106201,Torino,"7",3750.5,"18"
"105326",45.06739612,7.665621185,Torino,"2",1250.5,"18"
"110311",45.06431957,7.671650791,Torino,"2",1250.5,"18"
"4237",45.06511,7.66413,Torino,"3",1750.5,"18"
"101090",45.06507,7.66473,Torino,"9",5500.5,"18"
"952",45.06516,7.66123,Torino,"14",12500.5,"18"
"1397",45.06519,7.66105,Torino,"9",5500.5,"18"
"106296",45.06097004,7.670599365,Torino,"7",3750.5,"18"
"107964",45.06155203,7.66977534,Torino,"6",3250.5,"18"
"101695",45.06,7.66373291,Torino,"5",2750.5,"18"
"4989",45.0578,7.66892,Torino,"7",3750.5,"18"
"3343",45.06726,7.66626,Torino,"6",3250.5,"18"
"3772",45.06691,7.66713,Torino,"4",2250.5,"18"
"101314",45.06620105,7.661697865,Torino,"7",3750.5,"18"
"1995",45.06386,7.66737,Torino,"4",2250.5,"18"
"105832",45.06392771,7.667040825,Torino,"11",7500.5,"18"
"106981",45.06314259,7.666809065,Torino,"2",1250.5,"18"
"1469",45.06188,7.66335,Torino,"3",1750.5,"18"
"1797",45.06206,7.6642,Torino,"4",2250.5,"18"
"2699",45.06197,7.66333,Torino,"8",4250.5,"18"
"2181",45.06167,7.66058,Torino,"3",1750.5,"18"
"101122",45.06146,7.66065,Torino,"15",15000,"18"
"5259",45.06495,7.66928,Torino,"5",2750.5,"18"
"107101",45.05830239,7.667166138,Torino,"7",3750.5,"18"
"105520",45.06447332,7.666010857,Torino,"4",2250.5,"18"
"107869",45.06581998,7.666479492,Torino,"15",15000,"18"
"105055",45.06291006,7.670341873,Torino,"15",15000,"18"
"105238",45.0627585,7.670041466,Torino,"4",2250.5,"18"
"105339",45.06278881,7.670513535,Torino,"7",3750.5,"18"
"105412",45.06283428,7.670728111,Torino,"2",1250.5,"18"
"105488",45.06291006,7.670599365,Torino,"15",15000,"18"
"105498",45.06284452,7.670539767,Torino,"3",1750.5,"18"
"105546",45.06290114,7.670334578,Torino,"15",15000,"18"
"107446",45.0627585,7.670470619,Torino,"15",15000,"18"
"109004",45.06287066,7.670395517,Torino,"2",1250.5,"18"
"109107",45.06310709,7.670642281,Torino,"2",1250.5,"18"
"4361",45.06258,7.6703,Torino,"5",2750.5,"18"
"105163",45.06272819,7.66999855,Torino,"3",1750.5,"18"
"105171",45.0625235,7.670347989,Torino,"7",3750.5,"18"
"105741",45.06272819,7.670599365,Torino,"7",3750.5,"18"
"105763",45.06256905,7.6702775,Torino,"15",15000,"18"
"108341",45.06194006,7.670599365,Torino,"15",15000,"18"
"108987",45.06271303,7.670298958,Torino,"15",15000,"18"
"103668",45.06048502,7.664333725,Torino,"9",5500.5,"18"
"100938",45.06391,7.66502,Torino,"5",2750.5,"18"
"307",45.06048,7.66106,Torino,"5",2750.5,"18"
"3551",45.06643,7.66786,Torino,"4",2250.5,"18"
"104237",45.06624652,7.666397095,Torino,"2",1250.5,"18"
"105103",45.06607072,7.666879892,Torino,"15",15000,"18"
"104733",45.06581998,7.669226074,Torino,"10",6500.5,"18"
"115",45.06268,7.66314,Torino,"5",2750.5,"18"
"143",45.06253,7.66291,Torino,"5",2750.5,"18"
"199",45.06261,7.66281,Torino,"5",2750.5,"18"
"325",45.06228,7.66273,Torino,"15",15000,"18"
"529",45.06246,7.66275,Torino,"5",2750.5,"18"
"668",45.06256,7.66274,Torino,"5",2750.5,"18"
"674",45.06252,7.66282,Torino,"15",15000,"18"
"695",45.06225,7.66276,Torino,"5",2750.5,"18"
"728",45.06222,7.66288,Torino,"14",12500.5,"18"
"816",45.06277,7.66272,Torino,"5",2750.5,"18"
"894",45.06261,7.66283,Torino,"5",2750.5,"18"
"900",45.06259,7.66281,Torino,"6",3250.5,"18"
"907",45.06251,7.66279,Torino,"6",3250.5,"18"
"953",45.06261,7.66279,Torino,"5",2750.5,"18"
"972",45.0626,7.66281,Torino,"3",1750.5,"18"
"996",45.06241,7.66298,Torino,"14",12500.5,"18"
"1021",45.0632,7.66284,Torino,"7",3750.5,"18"
"1039",45.06243,7.66286,Torino,"5",2750.5,"18"
"1201",45.06263,7.66281,Torino,"4",2250.5,"18"
"1211",45.06225,7.66273,Torino,"3",1750.5,"18"
"1220",45.06252,7.66276,Torino,"7",3750.5,"18"
"1239",45.06242,7.66284,Torino,"3",1750.5,"18"
"1282",45.06261,7.66301,Torino,"12",8500.5,"18"
"1290",45.06255,7.66296,Torino,"15",15000,"18"
"1307",45.06261,7.66296,Torino,"2",1250.5,"18"
"1339",45.06244,7.66284,Torino,"3",1750.5,"18"
"1431",45.06231,7.66274,Torino,"8",4250.5,"18"
"1500",45.06223,7.66303,Torino,"4",2250.5,"18"
"1539",45.06258,7.66282,Torino,"8",4250.5,"18"
"1547",45.06249,7.66274,Torino,"7",3750.5,"18"
"1577",45.06258,7.66279,Torino,"3",1750.5,"18"
"1622",45.06262,7.66285,Torino,"15",15000,"18"
"1655",45.06262,7.66281,Torino,"4",2250.5,"18"
"1782",45.06253,7.6628,Torino,"4",2250.5,"18"
"1785",45.06261,7.66276,Torino,"14",12500.5,"18"
"1845",45.06237,7.66286,Torino,"6",3250.5,"18"
"1850",45.06262,7.66321,Torino,"4",2250.5,"18"
"1938",45.06242,7.6627,Torino,"3",1750.5,"18"
"2016",45.06259,7.66279,Torino,"7",3750.5,"18"
"2162",45.06254,7.6628,Torino,"3",1750.5,"18"
"2202",45.06251,7.66277,Torino,"5",2750.5,"18"
"2217",45.06264,7.66281,Torino,"2",1250.5,"18"
"2223",45.06242,7.66273,Torino,"9",5500.5,"18"
"2291",45.06251,7.66284,Torino,"15",15000,"18"
"2330",45.06229,7.66273,Torino,"4",2250.5,"18"
"2382",45.06237,7.66275,Torino,"6",3250.5,"18"
"2398",45.06262,7.66281,Torino,"3",1750.5,"18"
"2410",45.06266,7.66344,Torino,"4",2250.5,"18"
"2428",45.06231,7.66297,Torino,"6",3250.5,"18"
"2450",45.06262,7.66281,Torino,"8",4250.5,"18"
"2463",45.06259,7.66273,Torino,"7",3750.5,"18"
"2620",45.06263,7.66277,Torino,"2",1250.5,"18"
"2631",45.06265,7.6627,Torino,"14",12500.5,"18"
"2737",45.06282,7.66273,Torino,"2",1250.5,"18"
"2743",45.06255,7.66281,Torino,"15",15000,"18"
"2823",45.06239,7.66276,Torino,"3",1750.5,"18"
"2857",45.06242,7.66288,Torino,"7",3750.5,"18"
"2910",45.06229,7.66276,Torino,"5",2750.5,"18"
"2927",45.06223,7.66288,Torino,"3",1750.5,"18"
"2964",45.06258,7.66282,Torino,"15",15000,"18"
"2988",45.06237,7.66271,Torino,"15",15000,"18"
"3004",45.06253,7.66288,Torino,"10",6500.5,"18"
"3307",45.06243,7.66301,Torino,"4",2250.5,"18"
"3330",45.0626,7.66283,Torino,"5",2750.5,"18"
"3331",45.06239,7.66284,Torino,"2",1250.5,"18"
"3337",45.06231,7.66276,Torino,"6",3250.5,"18"
"3411",45.06267,7.66286,Torino,"6",3250.5,"18"
"3693",45.06264,7.66291,Torino,"3",1750.5,"18"
"3864",45.06392,7.66281,Torino,"6",3250.5,"18"
"4143",45.06269,7.66291,Torino,"3",1750.5,"18"
"5154",45.0625,7.66285,Torino,"6",3250.5,"18"
"100883",45.06262,7.6628,Torino,"7",3750.5,"18"
"100905",45.06262,7.6628,Torino,"3",1750.5,"18"
"100907",45.06253,7.66283,Torino,"2",1250.5,"18"
"100924",45.06253,7.66283,Torino,"4",2250.5,"18"
"100971",45.06253,7.66283,Torino,"15",15000,"18"
"100979",45.06253,7.66283,Torino,"9",5500.5,"18"
"101020",45.06262,7.6628,Torino,"2",1250.5,"18"
"101026",45.06262,7.6628,Torino,"6",3250.5,"18"
"101060",45.06262,7.6628,Torino,"4",2250.5,"18"
"101096",45.06262,7.6628,Torino,"2",1250.5,"18"
"101097",45.06253,7.66283,Torino,"4",2250.5,"18"
"101120",45.06262,7.6628,Torino,"2",1250.5,"18"
"101139",45.06230381,7.662702942,Torino,"6",3250.5,"18"
"101145",45.06263,7.66277,Torino,"15",15000,"18"
"101169",45.06253,7.66283,Torino,"6",3250.5,"18"
"101294",45.06222264,7.662856579,Torino,"9",5500.5,"18"
"105142",45.06388005,7.66373291,Torino,"9",5500.5,"18"
"110494",45.06097004,7.666479492,Torino,"14",12500.5,"18"
"104299",45.0664565,7.66557827,Torino,"6",3250.5,"18"
"6981",45.0624,7.67189,Torino,"6",3250.5,"18"
"105270",45.06253385,7.671446085,Torino,"4",2250.5,"18"
"105422",45.06248569,7.670856857,Torino,"2",1250.5,"18"
"105352",45.06244847,7.671579123,Torino,"4",2250.5,"18"
"1358",45.06718,7.66221,Torino,"15",15000,"18"
"106550",45.06557749,7.662788773,Torino,"5",2750.5,"18"
"4856",45.06424,7.6629,Torino,"8",4250.5,"18"
"6639",45.06479,7.66296,Torino,"14",12500.5,"18"
"101343",45.06430442,7.662767315,Torino,"3",1750.5,"18"
"101527",45.06434988,7.662788773,Torino,"4",2250.5,"18"
"110666",45.06413242,7.66360104,Torino,"3",1750.5,"18"
"2651",45.06166,7.66763,Torino,"3",1750.5,"18"
"108757",45.06181881,7.667938614,Torino,"5",2750.5,"18"
"4534",45.06449,7.6735,Torino,"6",3250.5,"18"
"104358",45.06406192,7.67368927,Torino,"15",15000,"18"
"1589",45.06448,7.66204,Torino,"3",1750.5,"18"
"1936",45.06461,7.66199,Torino,"5",2750.5,"18"
"2135",45.06448,7.66239,Torino,"2",1250.5,"18"
"2615",45.06446,7.66237,Torino,"3",1750.5,"18"
"2845",45.06453,7.66225,Torino,"6",3250.5,"18"
"3598",45.06464,7.66199,Torino,"8",4250.5,"18"
"100890",45.06451,7.66207,Torino,"15",15000,"18"
"101305",45.0645166,7.66244545,Torino,"7",3750.5,"18"
"107625",45.06463565,7.662442017,Torino,"3",1750.5,"18"
"154",45.06267,7.6604,Torino,"12",8500.5,"18"
"158",45.06241,7.66245,Torino,"10",6500.5,"18"
"161",45.06268,7.66247,Torino,"5",2750.5,"18"
"169",45.06276,7.66049,Torino,"9",5500.5,"18"
"203",45.06242,7.6626,Torino,"10",6500.5,"18"
"258",45.06246,7.66224,Torino,"8",4250.5,"18"
"261",45.06267,7.65986,Torino,"4",2250.5,"18"
"276",45.06068,7.66024,Torino,"4",2250.5,"18"
"568",45.06261,7.66234,Torino,"3",1750.5,"18"
"297",45.0626,7.66268,Torino,"5",2750.5,"18"
"309",45.06084,7.66023,Torino,"9",5500.5,"18"
"314",45.06277,7.66233,Torino,"5",2750.5,"18"
"322",45.0626,7.66232,Torino,"2",1250.5,"18"
"341",45.06249,7.66228,Torino,"6",3250.5,"18"
"343",45.06243,7.6623,Torino,"6",3250.5,"18"
"344",45.0624,7.66238,Torino,"6",3250.5,"18"
"355",45.06245,7.66236,Torino,"4",2250.5,"18"
"357",45.06212,7.66256,Torino,"3",1750.5,"18"
"373",45.06245,7.66241,Torino,"3",1750.5,"18"
"394",45.06406,7.65999,Torino,"11",7500.5,"18"
"397",45.06279,7.65984,Torino,"8",4250.5,"18"
"408",45.06246,7.66236,Torino,"8",4250.5,"18"
"423",45.06218,7.66264,Torino,"4",2250.5,"18"
"434",45.06252,7.66244,Torino,"2",1250.5,"18"
"435",45.06393,7.66062,Torino,"4",2250.5,"18"
"448",45.06247,7.66214,Torino,"5",2750.5,"18"
"449",45.06273,7.6607,Torino,"7",3750.5,"18"
"461",45.0624,7.66263,Torino,"7",3750.5,"18"
"472",45.06254,7.66238,Torino,"15",15000,"18"
"477",45.06224,7.6626,Torino,"2",1250.5,"18"
"478",45.06276,7.66035,Torino,"3",1750.5,"18"
"498",45.06227,7.66263,Torino,"6",3250.5,"18"
"501",45.06237,7.66244,Torino,"5",2750.5,"18"
"511",45.06252,7.66217,Torino,"11",7500.5,"18"
"513",45.06258,7.66051,Torino,"12",8500.5,"18"
"519",45.06256,7.6624,Torino,"5",2750.5,"18"
"520",45.06249,7.66214,Torino,"6",3250.5,"18"
"523",45.0625,7.6623,Torino,"4",2250.5,"18"
"525",45.06238,7.6624,Torino,"14",12500.5,"18"
"534",45.06253,7.66192,Torino,"3",1750.5,"18"
"535",45.06234,7.66123,Torino,"4",2250.5,"18"
"576",45.06239,7.6619,Torino,"3",1750.5,"18"
"578",45.06242,7.66246,Torino,"12",8500.5,"18"
"584",45.06341,7.66022,Torino,"2",1250.5,"18"
"596",45.06328,7.6605,Torino,"2",1250.5,"18"
"600",45.06441,7.66208,Torino,"11",7500.5,"18"
"625",45.06262,7.66068,Torino,"3",1750.5,"18"
"635",45.06247,7.66255,Torino,"15",15000,"18"
"645",45.06335,7.65981,Torino,"3",1750.5,"18"
"654",45.06232,7.6616,Torino,"7",3750.5,"18"
"655",45.06333,7.65965,Torino,"14",12500.5,"18"
"666",45.06241,7.66239,Torino,"11",7500.5,"18"
"682",45.06355,7.66007,Torino,"15",15000,"18"
"683",45.06249,7.66247,Torino,"15",15000,"18"
"687",45.06246,7.66237,Torino,"5",2750.5,"18"
"710",45.06287,7.66129,Torino,"4",2250.5,"18"
"718",45.06258,7.66134,Torino,"4",2250.5,"18"
"767",45.06303,7.6612,Torino,"15",15000,"18"
"833",45.0627,7.66201,Torino,"2",1250.5,"18"
"835",45.06242,7.66236,Torino,"15",15000,"18"
"845",45.06311,7.66216,Torino,"6",3250.5,"18"
"851",45.06243,7.66237,Torino,"15",15000,"18"
"877",45.06248,7.66118,Torino,"2",1250.5,"18"
"906",45.0623,7.66195,Torino,"5",2750.5,"18"
"908",45.0627,7.66231,Torino,"7",3750.5,"18"
"921",45.06273,7.66151,Torino,"8",4250.5,"18"
"935",45.06238,7.66248,Torino,"11",7500.5,"18"
"942",45.06212,7.66253,Torino,"2",1250.5,"18"
"944",45.06236,7.66213,Torino,"6",3250.5,"18"
"947",45.06245,7.66239,Torino,"6",3250.5,"18"
"954",45.0627,7.66159,Torino,"3",1750.5,"18"
"959",45.06282,7.66175,Torino,"2",1250.5,"18"
"961",45.06248,7.6624,Torino,"14",12500.5,"18"
"963",45.06217,7.66155,Torino,"3",1750.5,"18"
"964",45.06238,7.66252,Torino,"5",2750.5,"18"
"971",45.06224,7.66244,Torino,"3",1750.5,"18"
"973",45.06328,7.65998,Torino,"8",4250.5,"18"
"1003",45.06199,7.66255,Torino,"4",2250.5,"18"
"1028",45.06225,7.66244,Torino,"7",3750.5,"18"
"1029",45.06247,7.66232,Torino,"3",1750.5,"18"
"1030",45.06282,7.66193,Torino,"5",2750.5,"18"
"1045",45.06221,7.6625,Torino,"4",2250.5,"18"
"1046",45.0627,7.66013,Torino,"3",1750.5,"18"
"1061",45.06314,7.66199,Torino,"7",3750.5,"18"
"1063",45.06241,7.66246,Torino,"4",2250.5,"18"
"1065",45.06276,7.6604,Torino,"10",6500.5,"18"
"1076",45.0633,7.65993,Torino,"15",15000,"18"
"1077",45.06246,7.6624,Torino,"2",1250.5,"18"
"1108",45.06242,7.66222,Torino,"15",15000,"18"
"1119",45.0632,7.66019,Torino,"7",3750.5,"18"
"1122",45.06259,7.66255,Torino,"5",2750.5,"18"
"1124",45.06247,7.6622,Torino,"4",2250.5,"18"
"1125",45.06273,7.66153,Torino,"5",2750.5,"18"
"1139",45.06255,7.66201,Torino,"9",5500.5,"18"
"1145",45.06322,7.65978,Torino,"14",12500.5,"18"
"1158",45.06248,7.66228,Torino,"2",1250.5,"18"
"1166",45.06467,7.66174,Torino,"14",12500.5,"18"
"1167",45.06202,7.65936,Torino,"3",1750.5,"18"
"1172",45.06272,7.66059,Torino,"4",2250.5,"18"
"1175",45.06251,7.66155,Torino,"11",7500.5,"18"
"1180",45.06461,7.66178,Torino,"5",2750.5,"18"
"1184",45.06215,7.66264,Torino,"3",1750.5,"18"
"1185",45.06291,7.6613,Torino,"2",1250.5,"18"
"1187",45.06264,7.66046,Torino,"5",2750.5,"18"
"1196",45.06336,7.66219,Torino,"9",5500.5,"18"
"1268",45.06343,7.66181,Torino,"3",1750.5,"18"
"1274",45.06327,7.65991,Torino,"3",1750.5,"18"
"1313",45.06358,7.66106,Torino,"14",12500.5,"18"
"1315",45.06329,7.65991,Torino,"15",15000,"18"
"1343",45.0629,7.66142,Torino,"2",1250.5,"18"
"1346",45.06258,7.66206,Torino,"7",3750.5,"18"
"1359",45.06269,7.65981,Torino,"11",7500.5,"18"
"1362",45.06266,7.66257,Torino,"10",6500.5,"18"
"1375",45.06243,7.66242,Torino,"4",2250.5,"18"
"1382",45.0624,7.66233,Torino,"6",3250.5,"18"
"1385",45.06315,7.66035,Torino,"15",15000,"18"
"1391",45.06249,7.66245,Torino,"3",1750.5,"18"
"1400",45.06248,7.66238,Torino,"6",3250.5,"18"
"1404",45.06344,7.65993,Torino,"6",3250.5,"18"
"1432",45.06273,7.66049,Torino,"4",2250.5,"18"
"1452",45.06241,7.66228,Torino,"5",2750.5,"18"
"1462",45.06253,7.66051,Torino,"3",1750.5,"18"
"1464",45.06325,7.6599,Torino,"6",3250.5,"18"
"1467",45.06249,7.66238,Torino,"15",15000,"18"
"1473",45.0633,7.66039,Torino,"10",6500.5,"18"
"1486",45.06228,7.66143,Torino,"3",1750.5,"18"
"1511",45.06301,7.66151,Torino,"4",2250.5,"18"
"1528",45.06252,7.66192,Torino,"5",2750.5,"18"
