,ID,q3_lat,q3_long,q3_district,q4_lat,q4_long,q4_district,q56,q1_Impo,q6_motcode,Avg_Income
1080,5149,45.04721,7.64476,Torino,45.07443,"7,61031",Torino,7.0,1,2,3750.5
1081,5151,45.1108,7.70145,Torino,45.03678,"7,61879",Torino,7.0,1,2,3750.5
1082,5154,45.06513,7.64857,Torino,45.0625,"7,66285",Torino,6.0,3,11,3250.5
1083,5174,45.04603,7.68164,Torino,45.09676,"7,70087",Torino,10.0,1,2,6500.5
1085,5179,45.09582,7.69001,Torino,45.05073,"7,66569",Torino,3.0,1,5,1750.5
1087,5184,45.03747,7.6447,Torino,45.06619,"7,66094",Torino,6.0,1,2,3250.5
1088,5185,45.06553,7.64632,Torino,45.06218,"7,65889",Torino,5.0,1,11,2750.5
1090,5188,45.06398,7.6366,Torino,45.00656,"7,54005",Orbassano,3.0,1,2,1750.5
1091,5190,45.0994,7.67613,Torino,45.03398,"7,62132",Torino,9.0,1,2,5500.5
1092,5192,45.08419,7.68011,Torino,45.06279,"7,67602",Torino,14.0,1,1,12500.5
1094,5202,45.27735,7.47132,Lanzo Torinese,45.07615,"7,69221",Torino,4.0,1,2,2250.5
1095,5206,45.07727,7.77114,Torino,45.11207,"7,67059",Torino,5.0,1,2,2750.5
1096,5208,45.06559,7.65219,Torino,45.01038,"7,67135",Moncalieri,12.0,1,2,8500.5
1097,5212,45.11651,7.62116,Venaria Reale,45.02337,"7,65657",Torino,7.0,1,2,3750.5
1098,5213,45.06675,7.72073,Torino,45.10577,"7,42008",Almese,9.0,1,1,5500.5
1099,5215,45.10629,7.66191,Torino,45.0439,"7,66586",Torino,3.0,1,9,1750.5
1100,5218,45.07447,7.6776,Torino,45.08289,"7,37906",Avigliana,5.0,1,4,2750.5
1101,5220,45.07545,7.65569,Torino,45.10611,"7,72063",Torino,8.0,1,9,4250.5
1102,5223,45.06229,7.68818,Torino,45.07264,"7,59213",Collegno,6.0,1,1,3250.5
1103,5227,45.05205,7.66012,Torino,45.11641,"7,53801",Pianezza,3.0,1,2,1750.5
1104,5242,45.04363,7.6451,Torino,45.11164,"7,67102",Torino,3.0,1,2,1750.5
1106,5252,45.03542,7.65141,Torino,45.10791,"7,65292",Torino,5.0,1,2,2750.5
1108,5257,45.02305,7.6526,Torino,45.0624,"7,66246",Torino,3.0,3,5,1750.5
1109,5259,45.1003,7.67427,Torino,45.06495,"7,66928",Torino,5.0,1,2,2750.5
1110,5264,45.10043,7.6615,Torino,45.14561,"7,6143",Venaria Reale,5.0,1,2,2750.5
1111,5265,45.01349,7.82604,Chieri,45.06853,"7,6815",Torino,2.0,4,2,1250.5
1112,5266,45.06713,7.68809,Torino,45.07934,"7,83534",Pavarolo,4.0,1,2,2250.5
1113,5268,45.05519,7.66857,Torino,45.10669,"7,72323",Torino,9.0,1,1,5500.5
1114,5274,45.04033,7.64642,Torino,45.07013,"7,66384",Torino,8.0,1,9,4250.5
1115,5275,45.03093,7.67104,Torino,45.10826,"7,71453",Torino,7.0,1,1,3750.5
1120,5290,45.06059,7.6885,Torino,45.0625,"7,66234",Torino,6.0,3,1,3250.5
1121,5296,45.06236,7.6307,Torino,45.11979,"7,73848",San Mauro Torinese,4.0,1,2,2250.5
1123,5300,45.0737,7.72088,Torino,45.01255,"7,56055",Orbassano,6.0,1,1,3250.5
1124,5301,45.04733,7.66764,Torino,45.00087,"7,55304",Orbassano,15.0,1,2,15000.0
1125,5303,45.03882,7.65592,Torino,45.10793,"7,6692",Torino,8.0,1,2,4250.5
1126,5306,45.07855,7.66435,Torino,45.06812,"7,67521",Torino,6.0,1,5,3250.5
1127,5310,45.01571,7.74464,Pecetto Torinese,45.06651,"7,67508",Torino,14.0,1,1,12500.5
1128,5313,45.13939,7.64511,Borgaro Torinese,45.06877,"7,68914",Torino,15.0,1,1,15000.0
1129,5318,45.06473,7.64957,Torino,45.04203,"7,67477",Torino,2.0,1,1,1250.5
1130,5326,45.05583,7.66625,Torino,45.07059,"7,66395",Torino,6.0,1,9,3250.5
1131,5327,45.09358,7.65856,Torino,45.06704,"7,54185",Rivoli,7.0,1,9,3750.5
1133,5332,45.06157,7.63711,Torino,45.11154,"7,66976",Torino,3.0,1,2,1750.5
1134,5334,45.112,7.79484,Castiglione Torinese,45.02581,"7,67176",Torino,15.0,1,1,15000.0
1135,5335,45.04775,7.67595,Torino,45.01811,"7,62336",Torino,3.0,1,9,1750.5
1136,5342,45.047,7.62741,Torino,45.06949,"7,67593",Torino,9.0,1,1,5500.5
1137,5344,45.10685,7.66429,Torino,45.06318,"7,68399",Torino,15.0,1,5,15000.0
1138,5347,45.03556,7.64848,Torino,45.05074,"7,66506",Torino,6.0,1,9,3250.5
1140,5358,45.0318,7.83257,Chieri,45.08419,"7,69386",Torino,15.0,1,2,15000.0
1141,5360,45.05057,7.63212,Torino,45.07094,"7,66892",Torino,15.0,1,9,15000.0
1142,5362,45.05504,7.67915,Torino,45.07311,"7,68097",Torino,15.0,1,9,15000.0
1143,5363,45.05144,7.64674,Torino,45.0732,"7,68075",Torino,5.0,1,1,2750.5
1144,5364,45.3058,7.59499,Rocca Canavese,45.05606,"7,67052",Torino,15.0,1,1,15000.0
1145,5365,45.1058,7.66354,Torino,45.06274,"7,6735",Torino,5.0,6,2,2750.5
1146,5367,45.13077,7.75682,Settimo Torinese,45.08248,"7,69648",Torino,15.0,1,2,15000.0
1147,5368,45.09046,7.70556,Torino,45.06918,"7,67453",Torino,6.0,1,11,3250.5
1148,5372,45.05636,7.64198,Torino,45.07267,"7,68142",Torino,4.0,1,5,2250.5
1149,5374,45.07549,7.64788,Torino,45.0707,"7,58968",Collegno,7.0,1,2,3750.5
1151,5377,45.0644,7.64367,Torino,45.06449,"7,68542",Torino,6.0,1,5,3250.5
1153,5379,45.06264,7.67253,Torino,45.03362,"7,64809",Torino,5.0,1,9,2750.5
1156,5387,45.06839,7.63113,Torino,45.06552,"7,68654",Torino,4.0,1,1,2250.5
1157,5391,45.00179,7.63816,Nichelino,45.08141,"7,67423",Torino,4.0,1,2,2250.5
1159,5398,45.01405,7.62803,Torino,45.09028,"7,67438",Torino,3.0,1,1,1750.5
1160,5401,45.09157,7.67261,Torino,45.09172,"7,65908",Torino,6.0,1,9,3250.5
1161,5405,45.02302,7.69776,Moncalieri,45.06666,"7,67911",Torino,6.0,1,5,3250.5
1162,5421,45.07529,7.64757,Torino,45.0292,"7,655",Torino,8.0,1,9,4250.5
1163,5423,45.04709,7.64264,Torino,45.06559,"7,56058",Rivoli,6.0,1,2,3250.5
1164,5426,45.04752,7.63878,Torino,45.03974,"7,67007",Torino,7.0,1,2,3750.5
1165,5429,45.0827,7.69391,Torino,45.06964,"7,66567",Torino,12.0,4,5,8500.5
1166,5432,45.01991,7.64549,Torino,45.07715,"7,67797",Torino,6.0,2,2,3250.5
1167,5435,45.13187,7.75386,Settimo Torinese,45.08793,"7,7077",Torino,5.0,1,2,2750.5
1168,5439,45.07817,7.66163,Torino,45.06498,"7,67322",Torino,5.0,1,5,2750.5
1170,5443,45.01877,7.6543,Torino,45.01142,"7,53036",Orbassano,4.0,1,2,2250.5
1171,5445,45.03563,7.64865,Torino,45.0008,"7,6349",Nichelino,9.0,3,1,5500.5
1172,5447,45.04841,7.63909,Torino,45.24573,"7,51797",Cafasse,3.0,2,2,1750.5
1173,5448,45.10861,7.61292,Collegno,45.06285,"7,66258",Torino,4.0,2,1,2250.5
1174,5450,45.06677,7.65311,Torino,45.01361,"7,56726",Orbassano,3.0,1,5,1750.5
1176,5456,45.21981,7.55503,Nole,45.06845,"7,63655",Torino,4.0,1,2,2250.5
1177,5460,45.03918,7.66232,Torino,45.11138,"7,67043",Torino,6.0,1,2,3250.5
1178,5463,45.06943,7.69164,Torino,45.08106,"7,6926",Torino,5.0,1,5,2750.5
1180,5477,45.03676,7.67189,Torino,45.07909,"7,6765",Torino,5.0,1,2,2750.5
1181,5481,45.09679,7.67797,Torino,45.08025,"7,69057",Torino,6.0,1,9,3250.5
1182,5483,45.00289,7.64975,Nichelino,45.05124,"7,64927",Torino,3.0,6,2,1750.5
1183,5484,44.96747,7.77266,Cambiano,45.03067,"7,66691",Torino,15.0,1,2,15000.0
1184,5485,45.04047,7.78628,Pino Torinese,45.00936,"7,65219",Torino,5.0,1,2,2750.5
1185,5486,45.08757,7.68789,Torino,45.06957,"7,67584",Torino,2.0,1,2,1250.5
1186,5487,45.06491,7.65024,Torino,45.07313,"7,68073",Torino,5.0,1,10,2750.5
1187,5488,45.10385,7.66056,Torino,44.88916,"7,3612",Pinerolo,6.0,1,2,3250.5
1188,5491,45.09661,7.65348,Torino,45.0291,"7,65544",Torino,5.0,1,2,2750.5
1189,5496,45.04524,7.64592,Torino,45.11493,"7,72036",Torino,7.0,1,2,3750.5
1190,5498,44.94293,7.63927,Vinovo,45.07364,"7,68441",Torino,10.0,1,2,6500.5
1191,5500,45.06322,7.68895,Torino,45.07234,"7,70878",Torino,15.0,4,2,15000.0
1192,5511,45.07229,7.63565,Torino,45.10184,"7,66899",Torino,15.0,1,2,15000.0
1194,5519,45.12317,7.63477,Venaria Reale,45.0971,"7,70104",Torino,3.0,1,2,1750.5
1195,5522,45.04108,7.66266,Torino,45.02513,"7,63498",Torino,9.0,1,2,5500.5
1196,5529,44.88881,7.30016,Pinerolo,45.06443,"7,65867",Torino,5.0,3,1,2750.5
1197,5530,44.99618,7.65228,Nichelino,45.06957,"7,69332",Torino,5.0,1,5,2750.5
1198,5535,44.90943,7.84327,Poirino,45.08417,"7,67849",Torino,15.0,3,1,15000.0
1199,5542,45.06862,7.65605,Torino,45.07754,"7,61829",Torino,13.0,3,1,9500.5
1200,5554,45.05655,7.68047,Torino,45.06376,"7,68322",Torino,15.0,1,2,15000.0
1202,5561,45.07022,7.64251,Torino,45.10063,"7,63342",Torino,15.0,1,1,15000.0
1203,5563,45.10021,7.65373,Torino,45.07722,"7,71685",Torino,3.0,6,2,1750.5
1204,5567,44.81936,7.24534,Luserna San Giovanni,45.0682,"7,69462",Torino,3.0,3,1,1750.5
1205,5572,44.81789,7.24977,Luserna San Giovanni,45.05994,"7,67876",Torino,2.0,1,1,1250.5
1206,5581,45.06658,7.56849,Grugliasco,45.10177,"7,66919",Torino,3.0,1,2,1750.5
1207,5584,45.05033,7.67425,Torino,45.07336,"7,6973",Torino,4.0,3,9,2250.5
1208,5586,44.88117,7.32582,Pinerolo,45.06272,"7,7076",Torino,15.0,1,4,15000.0
1209,5589,45.04938,7.63443,Torino,45.05636,"7,69635",Torino,4.0,1,2,2250.5
1210,5591,45.0575,7.67344,Torino,45.07661,"7,69517",Torino,7.0,1,5,3750.5
1212,5598,45.17332,7.48169,Givoletto,45.03288,"7,63485",Torino,6.0,6,2,3250.5
1213,5601,45.02341,7.64661,Torino,45.07499,"7,71146",Torino,6.0,1,9,3250.5
1214,5604,45.06715,7.65554,Torino,45.11018,"7,69489",Torino,6.0,1,1,3250.5
1215,5610,45.08553,7.6704,Torino,45.13968,"7,61759",Venaria Reale,8.0,1,2,4250.5
1217,5616,45.07551,7.66545,Torino,45.07058,"7,72626",Torino,15.0,6,2,15000.0
1218,5617,45.0377,7.6214,Torino,45.19736,"7,78698",Volpiano,6.0,1,2,3250.5
1220,5630,45.06456,7.64916,Torino,45.11454,"7,71845",Torino,3.0,1,2,1750.5
1222,5635,45.06412,7.63038,Torino,45.01458,"7,6378",Torino,3.0,1,1,1750.5
1223,5643,45.05461,7.65961,Torino,45.06837,"7,67838",Torino,6.0,1,2,3250.5
1224,5644,45.18986,7.87989,Chivasso,45.07332,"7,68128",Torino,5.0,1,1,2750.5
1225,5648,45.27392,7.52014,Balangero,45.06613,"7,67082",Torino,4.0,1,2,2250.5
1226,5651,45.07082,7.65404,Torino,45.04756,"7,59776",Grugliasco,6.0,1,2,3250.5
1227,5655,44.85094,7.90329,Pralormo,45.11307,"7,66002",Torino,4.0,1,1,2250.5
1228,5656,45.06453,7.61862,Torino,45.08957,"7,65928",Torino,6.0,1,2,3250.5
1229,5657,45.0813,7.6414,Torino,45.08842,"7,66783",Torino,15.0,4,2,15000.0
1231,5673,45.0622,7.64735,Torino,45.49482,"9,18102",Milano,6.0,1,1,3250.5
1232,5684,45.08704,7.72202,Torino,45.07087,"7,70279",Torino,4.0,1,5,2250.5
1233,5686,45.0771,7.66762,Torino,45.05988,"7,65629",Torino,15.0,1,5,15000.0
1234,5690,45.06398,7.6521,Torino,45.06515,"7,6926",Torino,4.0,3,5,2250.5
1235,5695,45.07596,7.65634,Torino,45.05463,"7,66309",Torino,7.0,1,2,3750.5
1237,5716,45.11563,7.64781,Venaria Reale,45.11824,"7,73583",Torino,4.0,1,2,2250.5
1238,5718,45.07588,7.67957,Torino,45.09221,"7,69157",Torino,4.0,1,5,2250.5
1239,5720,44.94527,7.62753,Vinovo,45.06643,"7,64084",Torino,15.0,1,2,15000.0
1240,5721,45.02188,7.73159,Moncalieri,45.06615,"7,68837",Torino,4.0,1,2,2250.5
1241,5722,45.05687,7.64746,Torino,45.10015,"7,61225",Collegno,6.0,1,2,3250.5
1242,5724,45.12635,7.64592,Venaria Reale,45.09052,"7,67437",Torino,15.0,1,2,15000.0
1243,5727,45.0732,7.68082,Torino,45.04097,"7,62946",Torino,6.0,1,5,3250.5
1244,5729,45.04474,7.62885,Torino,45.06198,"7,67353",Torino,15.0,1,5,15000.0
1245,5732,45.1146,7.61603,Collegno,45.07788,"7,67725",Torino,2.0,1,1,1250.5
1246,5734,45.08322,7.69592,Torino,44.99831,"7,69558",Moncalieri,2.0,6,2,1250.5
1247,5741,45.06522,7.71438,Torino,45.01452,"7,63835",Torino,3.0,1,2,1750.5
1248,5742,45.0191,7.65554,Torino,45.08192,"7,65493",Torino,5.0,1,1,2750.5
1249,5747,45.04363,7.64885,Torino,45.07176,"7,66751",Torino,6.0,1,1,3250.5
1251,5751,45.07119,7.71869,Torino,45.07303,"7,68123",Torino,2.0,1,5,1250.5
1252,5758,45.09773,7.69766,Torino,45.07409,"7,67826",Torino,5.0,1,5,2750.5
1254,5767,45.03247,7.65447,Torino,45.03726,"7,61571",Torino,14.0,1,2,12500.5
1255,5774,45.0707,7.64854,Torino,45.10109,"7,66893",Torino,5.0,1,9,2750.5
1256,5776,45.05215,7.65854,Torino,45.02443,"7,63677",Torino,3.0,1,5,1750.5
1257,5783,45.06061,7.68927,Torino,45.06761,"7,68987",Torino,6.0,1,11,3250.5
1258,5784,45.07247,7.71745,Torino,45.01735,"7,66324",Torino,3.0,1,1,1750.5
1260,5787,45.13071,7.63996,Venaria Reale,45.09688,"7,70097",Torino,5.0,1,2,2750.5
1262,5790,45.0773,7.63525,Torino,45.10745,"7,72265",Torino,9.0,1,2,5500.5
1263,5796,45.05408,7.65355,Torino,44.98905,"7,70174",Moncalieri,4.0,1,2,2250.5
1264,5797,45.0851,7.66926,Torino,45.09701,"7,55226",Pianezza,2.0,1,5,1250.5
1265,5806,45.13241,8.26052,Mombello Monferrato,45.01366,"7,64515",Torino,15.0,1,2,15000.0
1266,5813,45.10056,7.69383,Torino,45.02356,"7,62389",Torino,3.0,1,5,1750.5
1268,5830,45.09612,7.66874,Torino,45.07383,"7,574",Collegno,15.0,1,2,15000.0
1269,5835,45.05044,7.64915,Torino,45.10721,"7,71687",Torino,3.0,1,2,1750.5
1270,5837,45.09459,7.69676,Torino,45.03787,"7,6512",Torino,4.0,3,5,2250.5
1271,5840,45.14852,7.84758,San Raffaele Cimena,45.06879,"7,68846",Torino,4.0,3,1,2250.5
1272,5843,45.06834,7.65015,Torino,45.20291,"7,54246",Fiano,5.0,1,1,2750.5
1273,5845,45.23525,7.59499,Ciriè,45.06466,"7,68288",Torino,6.0,1,3,3250.5
1274,5847,45.09449,7.70648,Torino,45.04149,"7,65468",Torino,15.0,1,2,15000.0
1275,5852,44.76231,8.00927,Vezza d'Alba,45.06285,"7,68288",Torino,15.0,1,1,15000.0
1276,5853,44.887,7.34576,Pinerolo,45.05145,"7,66678",Torino,7.0,1,6,3750.5
1277,5858,45.08129,7.67052,Torino,45.79147,"8,21915",Varallo,2.0,1,1,1250.5
1278,5864,45.08605,7.67989,Torino,45.02148,"7,61303",Torino,2.0,1,2,1250.5
1279,5866,45.09949,7.65392,Torino,45.0632,"7,6599",Torino,2.0,3,2,1250.5
1280,5867,45.12223,7.64065,Venaria Reale,45.05897,"7,67738",Torino,6.0,5,1,3250.5
1281,5869,45.01792,7.66201,Torino,45.06108,"7,66861",Torino,8.0,1,1,4250.5
1283,5877,45.10285,7.69902,Torino,45.07348,"7,68137",Torino,6.0,1,5,3250.5
1284,5879,44.63751,8.64635,Ovada,45.07644,"7,69218",Torino,3.0,1,1,1750.5
1285,5884,45.1278,7.65884,Torino,45.06862,"7,68298",Torino,3.0,1,1,1750.5
1286,5885,45.03951,7.61971,Torino,45.0744,"7,67665",Torino,15.0,1,1,15000.0
1287,5897,45.08298,7.67498,Torino,45.10263,"7,66853",Torino,3.0,1,1,1750.5
1288,5899,45.07249,7.65372,Torino,45.05794,"7,6794",Torino,4.0,1,9,2250.5
1289,5901,45.13501,7.76052,Settimo Torinese,45.07137,"7,68524",Torino,5.0,5,1,2750.5
1292,5910,45.10761,7.66059,Torino,45.07617,"7,69229",Torino,3.0,1,9,1750.5
1293,5911,45.11793,7.64974,Venaria Reale,45.06961,"7,68708",Torino,5.0,1,1,2750.5
1295,5913,45.13965,7.76845,Settimo Torinese,45.03291,"7,63233",Torino,4.0,1,2,2250.5
1296,5919,45.02022,7.814,Chieri,45.0792,"7,65791",Torino,15.0,1,1,15000.0
1297,5923,45.0721,7.59947,Collegno,45.06407,"7,6506",Torino,5.0,1,1,2750.5
1298,5935,44.91316,8.03367,Villafranca d'Asti,45.01376,"7,61632",Torino,5.0,1,1,2750.5
1300,5940,44.89958,7.33958,Pinerolo,45.05516,"7,68705",Torino,15.0,1,1,15000.0
1301,5942,45.01761,7.98182,Castelnuovo Don Bosco,45.03822,"7,65279",Torino,4.0,1,1,2250.5
1302,5945,45.00474,7.65678,Nichelino,45.06594,"7,67556",Torino,3.0,1,1,1750.5
1304,5951,45.05332,7.65332,Torino,45.0677,"7,54887",Rivoli,7.0,1,2,3750.5
1305,5953,45.08763,7.68795,Torino,45.0696,"7,67589",Torino,2.0,1,2,1250.5
1306,5959,45.04796,7.67464,Torino,45.07566,"7,67869",Torino,15.0,2,1,15000.0
1307,5960,45.02192,7.65513,Torino,45.02611,"7,65326",Torino,2.0,1,11,1250.5
1308,5962,45.06562,7.69564,Torino,45.07371,"7,68451",Torino,3.0,1,5,1750.5
1309,5963,45.0774,7.39929,Avigliana,45.07727,"7,65747",Torino,4.0,1,2,2250.5
1310,5966,45.11619,7.65582,Torino,45.06693,"7,68349",Torino,6.0,5,9,3250.5
1311,5970,45.13711,7.76881,Settimo Torinese,45.07365,"7,68455",Torino,3.0,1,2,1750.5
1312,5972,45.087,7.67616,Torino,45.07864,"7,67512",Torino,5.0,1,3,2750.5
1313,5981,45.04244,7.64381,Torino,45.07772,"7,67714",Torino,5.0,1,5,2750.5
1314,5988,45.09752,7.66871,Torino,45.06779,"7,68859",Torino,15.0,1,1,15000.0
1315,5989,44.84516,7.75291,Carmagnola,45.06175,"7,68425",Torino,5.0,1,1,2750.5
1317,5992,45.10455,7.75154,San Mauro Torinese,45.07352,"7,68142",Torino,4.0,1,6,2250.5
1318,5999,45.01298,7.64902,Torino,45.08553,"7,70702",Torino,3.0,1,2,1750.5
1319,6005,45.28177,8.0783,Livorno Ferraris,45.05968,"7,68906",Torino,7.0,1,1,3750.5
1320,6018,45.07244,7.63643,Torino,45.07925,"7,63874",Torino,2.0,6,2,1250.5
1321,6019,45.08322,7.40067,Avigliana,45.06285,"7,687",Torino,15.0,1,2,15000.0
1322,6020,45.08231,7.56267,Collegno,"45,08758","7,71429",Torino,14.0,1,2,12500.5
1323,6024,45.183,7.88475,Chivasso,"45,05884","7,67326",Torino,15.0,1,2,15000.0
1324,6031,45.12393,7.74673,Settimo Torinese,"45,05884","7,67189",Torino,4.0,1,2,2250.5
1325,6035,45.07243,7.67663,Torino,"45,07315","7,68099",Torino,15.0,1,11,15000.0
1326,6036,45.10991,7.81805,Castiglione Torinese,"45,08246","7,69567",Torino,6.0,1,2,3250.5
1327,6038,45.01239,7.8257,Chieri,"45,07294","7,68118",Torino,15.0,1,6,15000.0
1328,6040,45.0679,7.62721,Torino,"45,04496","7,70647",Torino,3.0,5,2,1750.5
1329,6044,45.10606,7.64434,Torino,"45,07712","7,6818",Torino,2.0,1,5,1250.5
1330,6047,45.04098,7.62166,Torino,"45,08216","7,69557",Torino,6.0,1,9,3250.5
1331,6050,45.06615,7.64513,Torino,"45,07567","7,65631",Torino,15.0,1,5,15000.0
1332,6053,45.09488,7.66758,Torino,"45,08273","7,69725",Torino,7.0,1,2,3750.5
1333,6055,44.99103,7.687,Moncalieri,"45,03167","7,67326",Torino,4.0,1,2,2250.5
1334,6056,45.06665,7.69046,Torino,"45,09578","7,71098",Torino,4.0,1,1,2250.5
1335,6057,45.05594,7.6549,Torino,"45,07714","7,68785",Torino,4.0,1,1,2250.5
1336,6058,45.13265,7.64236,Venaria Reale,"45,07555","7,67863",Torino,6.0,1,2,3250.5
1337,6065,45.03294,7.69399,Torino,"45,21639","7,63344",San Maurizio Canavese,7.0,1,2,3750.5
1338,6067,45.04029,7.63481,Torino,"45,0744","7,67914",Torino,9.0,1,2,5500.5
1339,6071,45.06428,7.69396,Torino,"45,07273","7,68209",Torino,15.0,1,9,15000.0
1340,6072,45.01185,7.66914,Moncalieri,"45,08067","7,66382",Torino,4.0,1,1,2250.5
1341,6081,45.07574,7.62546,Torino,"45,06955","7,64659",Torino,6.0,1,1,3250.5
1342,6082,45.07637,7.65419,Torino,"45,08509","7,7035",Torino,15.0,1,9,15000.0
1343,6087,45.01715,7.60856,Torino,"45,01428","7,62753",Torino,2.0,1,3,1250.5
1344,6088,45.03954,7.64402,Torino,"45,07301","7,6818",Torino,8.0,1,1,4250.5
1346,6093,45.03746,7.65765,Torino,"45,03547","7,61783",Torino,2.0,1,2,1250.5
1347,6105,45.03752,7.67,Torino,"45,06779","7,68859",Torino,15.0,1,1,15000.0
1349,6113,45.14708,7.78195,Settimo Torinese,"45,08571","7,69801",Torino,5.0,1,2,2750.5
1350,6118,44.92434,7.33131,Roletto,"45,11394","7,70313",Torino,15.0,1,1,15000.0
1351,6119,45.08448,7.56255,Collegno,"45,06653","7,64396",Torino,6.0,1,2,3250.5
1352,6120,44.94427,7.60357,Piobesi Torinese,"45,08326","7,69741",Torino,5.0,1,2,2750.5
1353,6123,45.06576,7.68219,Torino,"45,04927","7,65335",Torino,2.0,1,5,1250.5
1354,6124,45.10907,7.51602,Alpignano,"45,0827","7,6965",Torino,15.0,1,2,15000.0
1355,6128,45.07313,7.63994,Torino,"45,09758","7,63947",Torino,4.0,1,2,2250.5
1356,6133,44.96091,7.65678,La Loggia,"45,08152","7,69721",Torino,5.0,1,2,2750.5
1357,6136,45.14847,7.70765,Caselle Torinese,"45,08296","7,69662",Torino,2.0,1,2,1250.5
1358,6137,45.13518,7.58022,Druento,"45,06833","7,67203",Torino,6.0,1,2,3250.5
1359,6140,45.0587,7.51949,Rivoli,"45,06685","7,64417",Torino,5.0,1,2,2750.5
1360,6144,45.09486,7.67292,Torino,"45,07722","7,68788",Torino,2.0,1,2,1250.5
1361,6149,45.04168,7.63755,Torino,"45,08269","7,69636",Torino,5.0,1,2,2750.5
1362,6153,45.18204,7.65129,Caselle Torinese,"45,06285","7,67738",Torino,6.0,1,2,3250.5
1363,6155,45.16915,7.64404,Caselle Torinese,"45,08564","7,6977",Torino,15.0,1,1,15000.0
1364,6156,45.10455,7.3138,Chiusa di San Michele,"45,09738","7,63919",Torino,6.0,1,2,3250.5
1365,6163,45.04863,7.63462,Torino,"45,07193","7,67018",Torino,2.0,7,1,1250.5
1366,6168,45.05558,7.6764,Torino,"45,06782","7,68869",Torino,15.0,2,5,15000.0
1367,6171,45.22848,7.60323,Ciriè,"45,06188","7,67601",Torino,2.0,1,1,1250.5
1368,6176,45.06252,7.64688,Torino,"45,07741","7,61914",Torino,4.0,1,9,2250.5
1369,6178,45.00204,7.63224,Nichelino,"45,07629","7,70421",Torino,6.0,1,2,3250.5
1370,6181,45.22381,7.49765,Vallo Torinese,"45,05949","7,67464",Torino,15.0,1,2,15000.0
1371,6182,45.08026,7.66529,Torino,"45,08269","7,69606",Torino,5.0,1,5,2750.5
1372,6185,45.07196,7.71173,Torino,"45,06961","7,67583",Torino,3.0,1,5,1750.5
1373,6193,45.00171,7.53181,Orbassano,"45,05994","7,687",Torino,2.0,1,6,1250.5
1374,6195,45.13541,7.7658,Settimo Torinese,"45,08281","7,69649",Torino,5.0,1,2,2750.5
1375,6197,45.07304,7.5713,Collegno,"45,06528","7,68665",Torino,5.0,1,2,2750.5
1376,6202,45.06876,7.63355,Torino,"45,09903","7,59102",Collegno,6.0,4,1,3250.5
1377,6205,45.08001,7.61494,Torino,"45,07175","7,66294",Torino,14.0,1,2,12500.5
1378,6206,44.78184,7.03056,Bobbio Pellice,"45,05386","7,66708",Torino,4.0,1,1,2250.5
1379,6208,45.07939,7.65072,Torino,"45,07724","7,68807",Torino,2.0,1,2,1250.5
1381,6211,45.09441,7.63532,Torino,"45,07702","7,68789",Torino,7.0,1,2,3750.5
1382,6212,45.09225,7.65485,Torino,"45,0752","7,69052",Torino,15.0,1,2,15000.0
1383,6213,45.02571,7.63908,Torino,"45,07715","7,68783",Torino,6.0,1,5,3250.5
1384,6214,45.08308,7.68568,Torino,"45,06777","7,68861",Torino,6.0,1,2,3250.5
1385,6217,45.18397,7.66983,Caselle Torinese,"45,0569","7,6712",Torino,15.0,1,2,15000.0
1386,6220,45.01816,7.62129,Torino,"45,07856","7,67613",Torino,15.0,1,1,15000.0
1387,6222,45.04066,7.64418,Torino,"45,07022","7,64733",Torino,15.0,1,2,15000.0
1388,6229,45.07655,7.66301,Torino,"45,07449","7,67909",Torino,2.0,1,9,1250.5
1389,6230,44.99597,7.63324,Nichelino,"45,07418","7,61992",Torino,5.0,1,2,2750.5
1390,6232,44.92069,8.07774,Castellero,"45,07708","7,68766",Torino,15.0,1,1,15000.0
1391,6236,44.97451,7.61353,Vinovo,"45,04636","7,68219",Torino,4.0,1,10,2250.5
1392,6242,45.07837,7.40204,Avigliana,"45,06369","7,67532",Torino,2.0,1,1,1250.5
1393,6244,44.8802,7.32822,Pinerolo,"45,05981","7,67189",Torino,5.0,1,1,2750.5
1394,6245,45.03628,7.65175,Torino,"45,068","7,68873",Torino,6.0,1,5,3250.5
1395,6247,45.07495,7.67737,Torino,"45,06781","7,68862",Torino,8.0,1,11,4250.5
1396,6248,45.11563,7.64346,Venaria Reale,"45,07746","7,68858",Torino,15.0,1,2,15000.0
1397,6249,45.11544,7.6541,Torino,"45,07337","7,68157",Torino,5.0,1,1,2750.5
1398,6250,45.06485,7.72631,Torino,"45,06955","7,67592",Torino,5.0,1,11,2750.5
1399,6255,45.07764,7.66417,Torino,"45,07713","7,68775",Torino,6.0,1,9,3250.5
1400,6256,45.08859,7.52832,Alpignano,"45,08544","7,7075",Torino,3.0,1,2,1750.5
1401,6260,45.05854,7.67115,Torino,"45,07349","7,68446",Torino,4.0,1,11,2250.5
1402,6263,45.13943,7.72476,Settimo Torinese,"45,06479","7,6767",Torino,4.0,1,2,2250.5
1403,6264,45.24734,7.52357,Cafasse,"45,05606","7,68768",Torino,5.0,1,1,2750.5
1404,6265,45.23187,7.85883,Montanaro,"45,07712","7,68792",Torino,4.0,1,2,2250.5
1405,6266,44.71018,7.31343,Barge,"45,06921","7,6743",Torino,15.0,1,1,15000.0
