,ID,q3_lat,q3_long,q3_district,q4_lat,q4_long,q4_district,q56,q1_Impo,q6_motcode,Avg_Income
336,1622,45.02028,7.64151,Torino,45.06262,7.66285,Torino,15.0,3,1,15000.0
337,1625,45.06473,7.56898,Grugliasco,45.06242,7.66245,Torino,6.0,3,1,3250.5
338,1630,45.02584,7.64489,Torino,45.05318,7.68264,Torino,15.0,3,5,15000.0
339,1642,45.05621,7.65192,Torino,45.06283,7.66144,Torino,4.0,3,11,2250.5
340,1654,45.08305,7.65824,Torino,45.05023,7.67416,Torino,15.0,1,5,15000.0
341,1655,45.0818,7.69673,Torino,45.06262,7.66281,Torino,4.0,3,1,2250.5
342,1656,45.0714,7.68501,Torino,45.06282,7.66111,Torino,6.0,3,1,3250.5
343,1659,45.06755,7.53893,Rivoli,45.06243,7.66263,Torino,2.0,3,1,1250.5
344,1662,45.23842,7.84944,Montanaro,45.09771,7.62891,Torino,15.0,1,1,15000.0
345,1665,45.05609,7.65066,Torino,45.07102,7.68582,Torino,6.0,5,5,3250.5
346,1680,45.06188,7.58263,Grugliasco,45.06091,7.67464,Torino,5.0,1,2,2750.5
347,1682,45.00851,7.82158,Chieri,45.05326,7.68262,Torino,4.0,3,1,2250.5
348,1684,45.07713,7.64369,Torino,45.04534,7.63585,Torino,6.0,1,5,3250.5
349,1721,45.05278,7.33668,Giaveno,45.06259,7.66214,Torino,4.0,3,1,2250.5
350,1718,45.14887,7.65575,Borgaro Torinese,45.05375,7.68651,Torino,6.0,3,2,3250.5
351,1723,45.07349,7.66816,Torino,45.06241,7.66256,Torino,7.0,3,9,3750.5
352,1724,45.06027,7.65874,Torino,45.05823,7.66565,Torino,12.0,4,11,8500.5
353,1728,45.05933,7.66094,Torino,45.03029,7.61863,Torino,3.0,3,9,1750.5
354,1731,45.01729,7.95583,Buttigliera d'Asti,45.05326,7.68576,Torino,5.0,3,1,2750.5
355,1736,45.06468,7.64695,Torino,45.02914,7.61879,Torino,15.0,1,5,15000.0
356,1742,45.03481,7.63939,Torino,45.06248,7.66237,Torino,8.0,3,5,4250.5
357,1748,45.05304,7.65654,Torino,45.10455,7.52014,Alpignano,5.0,1,2,2750.5
359,1756,44.6999,8.0262,Alba,45.07643,7.67601,Torino,5.0,1,4,2750.5
360,1758,45.30303,7.90252,Caluso,45.06294,7.66072,Torino,7.0,3,1,3750.5
361,1759,45.06438,7.67775,Torino,45.06474,7.65885,Torino,8.0,3,9,4250.5
362,1764,45.02126,7.63387,Torino,45.02968,7.6181,Torino,3.0,3,5,1750.5
363,1782,45.35747,8.46625,Borgo Vercelli,45.06253,7.6628,Torino,4.0,3,1,2250.5
364,1785,45.05144,7.67459,Torino,45.06261,7.66276,Torino,14.0,3,1,12500.5
365,1793,45.06543,7.64943,Torino,45.06493,7.65811,Torino,15.0,3,11,15000.0
366,1797,44.5495,7.72519,Fossano,45.06206,7.6642,Torino,4.0,3,1,2250.5
367,1799,45.13045,7.71425,Torino,45.07158,7.66571,Torino,6.0,1,2,3250.5
368,1802,45.05355,7.6683,Torino,45.02993,7.61873,Torino,8.0,3,5,4250.5
369,1811,45.06979,7.68177,Torino,45.06372,7.66,Torino,15.0,3,5,15000.0
370,1816,45.02022,7.66435,Torino,45.06308,7.66041,Torino,4.0,3,5,2250.5
371,1817,45.0448,7.77133,Pino Torinese,45.06391,7.65846,Torino,7.0,1,1,3750.5
372,1833,45.03362,7.64048,Torino,45.06252,7.6626,Torino,2.0,3,5,1250.5
373,1845,45.10891,7.69996,Torino,45.06237,7.66286,Torino,6.0,1,1,3250.5
374,1850,45.06169,7.70796,Torino,45.06262,7.66321,Torino,4.0,3,5,2250.5
375,1855,45.06617,7.65167,Torino,45.07133,7.67797,Torino,6.0,1,9,3250.5
376,1857,45.0382,7.51603,Rivalta di Torino,45.06242,7.66247,Torino,7.0,3,5,3750.5
377,1865,45.06501,7.64708,Torino,45.06243,7.6607,Torino,7.0,3,11,3750.5
378,1868,45.08258,7.68631,Torino,45.02787,7.61421,Torino,10.0,3,2,6500.5
379,1871,45.03889,7.64182,Torino,45.0613,7.6596,Torino,6.0,1,9,3250.5
380,1875,45.09544,7.68808,Torino,45.06616,7.6611,Torino,3.0,3,1,1750.5
381,1881,45.07801,7.65417,Torino,45.06408,7.66055,Torino,5.0,1,11,2750.5
382,1882,45.04591,7.64535,Torino,45.06352,7.65914,Torino,14.0,3,5,12500.5
383,1884,45.24475,7.52169,Cafasse,45.0624,7.6624,Torino,15.0,3,1,15000.0
384,1890,45.03466,7.64463,Torino,45.05423,7.68534,Torino,3.0,3,5,1750.5
385,1898,45.06067,7.65837,Torino,45.06268,7.66142,Torino,2.0,3,11,1250.5
386,1899,45.05953,7.65939,Torino,45.06244,7.66237,Torino,4.0,3,11,2250.5
387,1900,45.06409,7.65065,Torino,45.04757,7.57941,Grugliasco,3.0,1,2,1750.5
388,1907,44.24043,7.39797,Entracque,45.06288,7.66041,Torino,15.0,3,1,15000.0
390,1918,44.88388,7.33877,Pinerolo,45.06282,7.65982,Torino,4.0,1,4,2250.5
392,1926,45.05669,7.65831,Torino,45.06242,7.66247,Torino,9.0,3,11,5500.5
393,1932,45.40906,8.78906,Cerano,45.06257,7.66174,Torino,15.0,3,1,15000.0
394,1936,45.07157,7.57294,Collegno,45.06461,7.66199,Torino,5.0,1,1,2750.5
395,1938,44.99168,7.63922,Nichelino,45.06242,7.6627,Torino,3.0,3,5,1750.5
397,1945,45.05909,7.63537,Torino,45.06317,7.65966,Torino,12.0,3,2,8500.5
398,1948,45.10297,7.75437,San Mauro Torinese,45.06349,7.65968,Torino,7.0,3,1,3750.5
399,1951,45.06761,7.65183,Torino,45.01429,7.6382,Torino,4.0,1,1,2250.5
401,1991,45.00552,7.71703,Moncalieri,45.01283,7.64132,Torino,5.0,3,9,2750.5
402,1972,44.84212,7.49516,Vigone,45.06259,7.66183,Torino,15.0,3,1,15000.0
403,1973,45.04636,7.66022,Torino,44.94439,7.63756,Vinovo,2.0,1,2,1250.5
404,1977,45.05285,7.6624,Torino,45.05442,7.68489,Torino,3.0,3,5,1750.5
405,1983,45.07447,7.64239,Torino,45.06458,7.65992,Torino,7.0,1,1,3750.5
406,1985,45.0609,7.6523,Torino,45.06268,7.66092,Torino,8.0,3,11,4250.5
407,2009,45.06577,7.66137,Torino,45.02609,7.62678,Torino,15.0,1,2,15000.0
409,1995,45.04809,7.67332,Torino,45.06386,7.66737,Torino,4.0,1,1,2250.5
410,1998,45.07931,7.65284,Torino,45.06255,7.662,Torino,4.0,3,11,2250.5
411,2001,44.88484,7.33066,Pinerolo,45.06251,7.66233,Torino,4.0,3,2,2250.5
412,2007,45.0318,7.52018,Rivalta di Torino,45.06026,7.6545,Torino,7.0,3,1,3750.5
413,2014,45.04518,7.64054,Torino,45.06239,7.66244,Torino,5.0,1,9,2750.5
414,2016,45.05895,7.70382,Torino,45.06259,7.66279,Torino,7.0,3,5,3750.5
415,2020,45.1027,7.68152,Torino,45.06212,7.66238,Torino,10.0,3,5,6500.5
416,2022,45.87533,8.40936,Omegna,45.06354,7.65924,Torino,4.0,3,1,2250.5
417,2031,45.06352,7.65926,Torino,45.05934,7.65569,Torino,6.0,5,11,3250.5
419,2038,45.05433,7.65321,Torino,45.06931,7.62521,Torino,3.0,5,7,1750.5
420,2065,45.05912,7.70431,Torino,45.0625,7.66262,Torino,2.0,3,5,1250.5
421,2055,45.0758,7.64399,Torino,45.03148,7.66684,Torino,3.0,3,5,1750.5
423,2063,45.05909,7.65584,Torino,45.06879,7.68339,Torino,4.0,5,5,2250.5
424,2064,45.08079,7.6717,Torino,45.05479,7.68487,Torino,15.0,3,10,15000.0
425,2070,44.66435,7.98554,Grinzane Cavour,45.06293,7.66116,Torino,3.0,3,1,1750.5
427,2081,45.06369,7.70989,Torino,45.06245,7.66237,Torino,6.0,3,1,3250.5
429,2091,45.06576,7.69886,Torino,45.06379,7.68312,Torino,15.0,1,9,15000.0
431,2102,45.05184,7.66039,Torino,45.06554,7.65794,Torino,4.0,3,5,2250.5
432,2149,45.08137,7.5657,Collegno,45.06367,7.65925,Torino,3.0,3,1,1750.5
433,2109,45.05142,7.67463,Torino,45.06724,7.66643,Torino,2.0,3,5,1250.5
434,2112,45.26061,7.54105,Mathi,45.06248,7.66233,Torino,5.0,3,2,2750.5
435,2119,45.0667,7.65143,Torino,45.06307,7.66215,Torino,8.0,3,11,4250.5
436,2122,45.03449,7.51325,Rivalta di Torino,45.06425,7.65637,Torino,4.0,3,1,2250.5
437,2130,45.06287,7.53634,Rivoli,45.06203,7.66223,Torino,8.0,3,1,4250.5
438,2133,45.06483,7.64846,Torino,45.06195,7.65869,Torino,6.0,3,11,3250.5
439,2135,45.06907,7.63801,Torino,45.06448,7.66239,Torino,2.0,1,9,1250.5
440,2189,45.05731,7.66146,Torino,45.06488,7.65663,Torino,15.0,3,11,15000.0
442,2162,45.09819,7.67674,Torino,45.06254,7.6628,Torino,3.0,3,5,1750.5
443,2163,44.95557,7.66942,La Loggia,45.06256,7.66204,Torino,4.0,3,2,2250.5
444,2166,45.07271,7.58319,Collegno,45.06238,7.66251,Torino,4.0,3,2,2250.5
445,2173,45.07554,7.6729,Torino,45.05415,7.68588,Torino,8.0,1,9,4250.5
446,2176,45.06075,7.6589,Torino,45.06284,7.66084,Torino,6.0,3,11,3250.5
447,2181,45.04854,7.63275,Torino,45.06167,7.66058,Torino,3.0,3,5,1750.5
449,2194,45.06414,7.64523,Torino,45.06029,7.66058,Torino,9.0,3,1,5500.5
450,2201,45.04554,7.67261,Torino,45.08,7.68168,Torino,4.0,1,2,2250.5
451,2202,45.06328,7.65274,Torino,45.06251,7.66277,Torino,5.0,3,11,2750.5
452,2203,45.05253,7.63747,Torino,45.06242,7.66236,Torino,15.0,3,1,15000.0
453,2217,45.0711,7.61513,Torino,45.06264,7.66281,Torino,2.0,3,2,1250.5
454,2218,45.08972,7.64442,Torino,45.06367,7.65902,Torino,2.0,1,9,1250.5
455,2223,45.06088,7.67272,Torino,45.06242,7.66273,Torino,9.0,3,11,5500.5
456,2224,45.07582,7.67526,Torino,45.06462,7.65831,Torino,11.0,3,5,7500.5
457,2225,45.06285,8.134,Murisengo,45.06546,7.65858,Torino,3.0,3,4,1750.5
458,2259,45.0697,7.65172,Torino,45.05812,7.65047,Torino,3.0,4,10,1750.5
459,2266,45.04831,7.66163,Torino,45.06271,7.66255,Torino,15.0,3,9,15000.0
460,2268,45.0742,7.57279,Collegno,45.06238,7.66255,Torino,3.0,3,1,1750.5
461,2274,45.06792,7.64866,Torino,45.06481,7.65686,Torino,8.0,3,11,4250.5
462,2277,45.05694,7.65369,Torino,45.0654,7.6567,Torino,13.0,3,11,9500.5
463,2278,45.05455,7.6615,Torino,45.06329,7.65994,Torino,15.0,3,9,15000.0
464,2283,45.08439,7.66693,Torino,45.06259,7.66258,Torino,3.0,3,5,1750.5
465,2290,45.06089,7.6494,Torino,45.06415,7.65816,Torino,15.0,3,9,15000.0
466,2291,45.05976,7.65937,Torino,45.06251,7.66284,Torino,15.0,3,11,15000.0
467,2293,45.06444,7.6533,Torino,45.05492,7.68527,Torino,15.0,3,9,15000.0
468,2295,45.01723,7.65042,Torino,45.06234,7.66257,Torino,7.0,3,9,3750.5
469,2299,45.08113,7.64368,Torino,45.06535,7.65668,Torino,4.0,3,1,2250.5
470,2303,45.0829,7.65183,Torino,45.06231,7.66233,Torino,15.0,3,1,15000.0
471,2304,44.95367,7.77941,Santena,45.06345,7.65954,Torino,7.0,3,1,3750.5
472,2305,45.07122,7.54369,Rivoli,45.0531,7.68191,Torino,3.0,3,1,1750.5
473,2309,45.04094,7.64403,Torino,45.06244,7.66237,Torino,3.0,3,5,1750.5
474,2327,45.06584,7.6422,Torino,45.06226,7.66268,Torino,11.0,3,5,7500.5
475,2330,45.06082,7.64537,Torino,45.06229,7.66273,Torino,4.0,3,5,2250.5
476,2347,45.04747,7.64792,Torino,45.06534,7.65685,Torino,9.0,3,5,5500.5
477,2372,45.04892,7.67794,Torino,45.06474,7.65865,Torino,15.0,3,1,15000.0
478,2377,45.04616,7.67985,Torino,45.06442,7.65977,Torino,14.0,3,5,12500.5
479,2382,44.90866,8.03049,Villafranca d'Asti,45.06237,7.66275,Torino,6.0,3,4,3250.5
480,2386,45.05886,7.65826,Torino,45.06442,7.65967,Torino,4.0,3,11,2250.5
481,2389,44.94876,7.77288,Santena,45.06737,7.65508,Torino,15.0,3,2,15000.0
482,2391,45.05638,7.65692,Torino,45.06252,7.66082,Torino,15.0,3,11,15000.0
483,2397,45.08034,7.67135,Torino,45.06226,7.66265,Torino,9.0,3,5,5500.5
484,2394,45.0729,7.58049,Collegno,45.0624,7.66229,Torino,4.0,1,2,2250.5
486,2411,45.04516,7.67502,Torino,45.01446,7.63827,Torino,10.0,1,9,6500.5
487,2398,45.0744,7.68297,Torino,45.06262,7.66281,Torino,3.0,3,5,1750.5
488,2399,45.13994,7.7695,Settimo Torinese,45.06272,7.66112,Torino,3.0,3,4,1750.5
489,2400,44.89218,8.21049,Asti,45.06264,7.66185,Torino,3.0,3,1,1750.5
490,2401,45.06936,7.70397,Torino,45.45794,7.87273,Ivrea,3.0,2,1,1750.5
491,2410,45.07117,7.67718,Torino,45.06266,7.66344,Torino,4.0,3,11,2250.5
492,2413,45.06488,7.69527,Torino,45.06262,7.66196,Torino,7.0,3,5,3750.5
493,2420,45.08306,7.69742,Torino,45.06298,7.65961,Torino,2.0,3,9,1250.5
494,2428,45.06208,7.63261,Torino,45.06231,7.66297,Torino,6.0,3,5,3250.5
496,2434,45.03469,7.65166,Torino,45.06243,7.66237,Torino,5.0,3,1,2750.5
497,2438,45.05176,7.64825,Torino,45.06287,7.66111,Torino,2.0,3,5,1250.5
498,2440,45.07631,7.66472,Torino,45.06758,7.65884,Torino,11.0,3,5,7500.5
499,2441,45.07393,7.64821,Torino,45.06257,7.66219,Torino,2.0,3,1,1250.5
500,2445,45.05905,7.64234,Torino,45.06275,7.66138,Torino,10.0,3,9,6500.5
501,2450,44.9276,7.61172,Piobesi Torinese,45.06262,7.66281,Torino,8.0,3,1,4250.5
502,2452,45.04819,7.67756,Torino,45.07319,7.69455,Torino,15.0,3,9,15000.0
503,2463,45.11486,7.41396,Almese,45.06259,7.66273,Torino,7.0,3,1,3750.5
504,2470,45.04198,7.67102,Torino,45.03006,7.61848,Torino,5.0,3,5,2750.5
505,2471,45.0773,7.6681,Torino,45.06478,7.65999,Torino,3.0,3,11,1750.5
506,2475,45.08415,7.69315,Torino,45.02959,7.61835,Torino,9.0,3,5,5500.5
507,2478,45.05405,7.65711,Torino,45.0622,7.66104,Torino,4.0,3,11,2250.5
508,2480,45.05476,7.68427,Torino,45.06245,7.66247,Torino,11.0,3,1,7500.5
509,2494,45.07599,7.59119,Collegno,45.06243,7.66245,Torino,3.0,3,3,1750.5
511,2489,45.05855,7.6855,Torino,45.39845,8.64487,Novara,8.0,3,4,4250.5
512,2503,45.07082,7.65442,Torino,45.05476,7.68462,Torino,4.0,3,5,2250.5
513,2508,45.06491,7.65072,Torino,45.06352,7.65985,Torino,15.0,3,11,15000.0
514,2509,45.08604,7.67715,Torino,45.06225,7.66264,Torino,4.0,3,1,2250.5
515,2511,44.75904,7.31106,Bagnolo Piemonte,45.06699,7.68082,Torino,9.0,3,6,5500.5
516,2517,45.05322,7.65628,Torino,45.06494,7.65778,Torino,3.0,1,9,1750.5
517,2531,45.05688,7.67804,Torino,45.01374,7.63755,Torino,7.0,1,9,3750.5
518,2524,45.04674,7.67145,Torino,45.06244,7.66242,Torino,6.0,3,1,3250.5
519,2534,45.07859,7.396,Avigliana,45.06209,7.68604,Torino,15.0,3,4,15000.0
520,2530,45.06336,7.65262,Torino,45.07039,7.68631,Torino,9.0,5,5,5500.5
521,2536,45.05694,7.66036,Torino,45.06245,7.66247,Torino,6.0,3,1,3250.5
523,2558,45.07463,7.68065,Torino,45.06397,7.66039,Torino,4.0,3,9,2250.5
524,2559,45.06366,7.52012,Rivoli,45.06382,7.68219,Torino,15.0,3,1,15000.0
525,2564,45.07353,7.63923,Torino,45.06529,7.65672,Torino,4.0,3,5,2250.5
526,2572,45.02046,7.65409,Torino,45.06245,7.66232,Torino,2.0,3,5,1250.5
527,2573,45.05907,7.6557,Torino,45.06279,7.66109,Torino,3.0,3,11,1750.5
528,2581,45.05091,7.66123,Torino,45.06379,7.65908,Torino,7.0,3,10,3750.5
529,2582,44.62559,7.67093,Savigliano,45.06645,7.6652,Torino,6.0,3,1,3250.5
530,2601,45.05093,7.6341,Torino,45.06507,7.65674,Torino,7.0,3,5,3750.5
531,2608,45.07154,7.64055,Torino,45.03422,7.66776,Torino,4.0,3,5,2250.5
532,2623,45.05092,7.66077,Torino,45.04501,7.60611,Grugliasco,15.0,3,5,15000.0
533,2615,45.32964,7.66215,Busano,45.06446,7.66237,Torino,3.0,3,1,1750.5
534,2618,44.88679,7.3308,Pinerolo,45.03159,7.66654,Torino,15.0,3,1,15000.0
535,2619,45.05497,7.64869,Torino,45.06369,7.65913,Torino,15.0,3,5,15000.0
536,2620,44.98645,7.71801,Moncalieri,45.06263,7.66277,Torino,2.0,3,1,1250.5
538,2628,44.8065,7.30213,Campiglione Fenile,45.06284,7.66114,Torino,2.0,3,1,1250.5
539,2631,45.04928,7.66044,Torino,45.06265,7.6627,Torino,14.0,3,9,12500.5
540,2640,45.90832,8.4999,Baveno,45.08031,7.68082,Torino,4.0,3,2,2250.5
541,2647,45.1249,7.41852,Almese,45.08103,7.68028,Torino,6.0,3,1,3250.5
542,2648,45.07208,7.66605,Torino,45.06288,7.66127,Torino,3.0,3,10,1750.5
544,2651,45.25333,8.28836,Ronsecco,45.06166,7.66763,Torino,3.0,3,1,1750.5
545,2655,45.12481,7.82325,Gassino Torinese,45.06323,7.66022,Torino,6.0,3,1,3250.5
546,2659,45.06867,7.63942,Torino,45.0628,7.66084,Torino,3.0,1,5,1750.5
547,2667,45.07663,7.67826,Torino,45.03502,7.66767,Torino,3.0,1,5,1750.5
548,2672,45.05544,7.72701,Torino,45.06241,7.66245,Torino,11.0,3,2,7500.5
549,2681,45.05937,7.67994,Torino,45.06513,7.65943,Torino,11.0,3,9,7500.5
550,2689,44.91356,7.24867,Villar Perosa,45.02959,7.61786,Torino,6.0,3,1,3250.5
551,2699,45.08005,7.63012,Torino,45.06197,7.66333,Torino,8.0,3,5,4250.5
552,2700,45.05087,7.66237,Torino,45.06251,7.66244,Torino,6.0,3,5,3250.5
553,2704,45.27489,7.86896,Caluso,45.06243,7.66207,Torino,14.0,3,5,12500.5
554,2705,44.89188,7.06696,Prali,45.08864,7.67701,Torino,10.0,3,5,6500.5
555,2709,45.0191,7.65371,Torino,45.06244,7.66192,Torino,9.0,3,5,5500.5
556,2712,45.08464,7.62045,Torino,45.03104,7.61922,Torino,5.0,3,9,2750.5
557,2714,45.07445,7.62879,Torino,45.33948,7.72089,Rivarolo Canavese,10.0,5,2,6500.5
559,2734,45.05766,7.6619,Torino,45.0648,7.65849,Torino,8.0,3,11,4250.5
560,2737,45.14391,7.29851,Condove,45.06282,7.66273,Torino,2.0,3,1,1250.5
561,2743,45.08088,7.675,Torino,45.06255,7.66281,Torino,15.0,3,1,15000.0
563,2760,44.86907,7.94386,Cellarengo,45.06242,7.66233,Torino,6.0,3,1,3250.5
564,2771,45.05804,7.66317,Torino,45.0622,7.66221,Torino,4.0,3,5,2250.5
565,2774,45.03006,7.6668,Torino,45.06243,7.66222,Torino,5.0,3,9,2750.5
567,2776,45.37124,7.53102,Forno Canavese,45.06225,7.66259,Torino,3.0,1,1,1750.5
568,2778,45.0403,7.63519,Torino,45.06276,7.66044,Torino,4.0,3,5,2250.5
569,2784,45.06087,7.64818,Torino,45.06401,7.66008,Torino,15.0,3,11,15000.0
570,2785,45.05263,7.67795,Torino,45.05449,7.68548,Torino,2.0,3,11,1250.5
571,2789,45.25679,7.54051,Mathi,45.0624,7.66256,Torino,6.0,3,1,3250.5
572,2793,45.07444,7.61961,Torino,45.06335,7.65963,Torino,2.0,3,5,1250.5
573,2802,45.07394,7.64828,Torino,45.06382,7.66042,Torino,6.0,3,1,3250.5
574,2803,45.06926,7.71099,Torino,45.06245,7.66228,Torino,5.0,3,5,2750.5
576,2814,45.04964,7.64875,Torino,45.06254,7.66202,Torino,3.0,3,5,1750.5
577,2817,45.07031,7.65531,Torino,45.06497,7.65777,Torino,2.0,3,11,1250.5
578,2823,45.07611,7.68319,Torino,45.06239,7.66276,Torino,3.0,3,1,1750.5
579,2827,45.07593,7.63253,Torino,45.05425,7.68527,Torino,3.0,3,1,1750.5
580,2830,45.04539,7.64419,Torino,44.8372,7.70934,Carmagnola,2.0,1,2,1250.5
581,2839,45.05242,7.65769,Torino,45.06241,7.66235,Torino,5.0,3,5,2750.5
582,2845,45.08347,7.65545,Torino,45.06453,7.66225,Torino,6.0,3,9,3250.5
583,2846,45.03039,7.69335,Torino,45.06244,7.66236,Torino,7.0,3,1,3750.5
584,2854,45.06722,7.66363,Torino,45.06465,7.66159,Torino,2.0,3,11,1250.5
585,2855,45.06084,7.65917,Torino,45.03598,7.61655,Torino,8.0,1,3,4250.5
586,2857,45.06779,7.6827,Torino,45.06242,7.66288,Torino,7.0,3,5,3750.5
587,2869,45.04223,7.63078,Torino,44.99341,7.66722,Moncalieri,2.0,1,2,1250.5
588,2862,45.05397,7.66749,Torino,45.03003,7.61845,Torino,9.0,3,5,5500.5
589,2868,45.06852,7.6432,Torino,45.06481,7.65815,Torino,4.0,3,5,2250.5
590,2872,44.99204,7.47431,Piossasco,45.05417,7.6854,Torino,6.0,3,1,3250.5
591,2885,45.06014,7.67548,Torino,45.04395,7.64911,Torino,5.0,5,1,2750.5
592,2907,45.00039,7.68949,Moncalieri,45.06542,7.65677,Torino,3.0,3,1,1750.5
593,2898,45.02803,7.83548,Chieri,45.06281,7.6611,Torino,5.0,3,1,2750.5
594,2903,45.29856,7.93419,Mazzè,45.06232,7.66267,Torino,12.0,3,1,8500.5
595,2910,44.90635,7.67352,Carignano,45.06229,7.66276,Torino,5.0,3,1,2750.5
596,2920,45.05846,7.68569,Torino,45.06214,7.66223,Torino,4.0,3,5,2250.5
597,2927,45.09824,7.66934,Torino,45.06223,7.66288,Torino,3.0,3,5,1750.5
598,2928,45.09484,7.65286,Torino,45.06243,7.66258,Torino,3.0,3,5,1750.5
599,2929,44.94931,7.62912,Vinovo,45.06229,7.66248,Torino,3.0,1,1,1750.5
601,2934,45.06273,7.67837,Torino,45.06526,7.697,Torino,5.0,1,9,2750.5
603,2955,45.05169,7.66294,Torino,45.06273,7.66177,Torino,7.0,3,5,3750.5
605,2962,44.72621,8.69839,Capriata d'Orba,45.06263,7.66054,Torino,4.0,3,1,2250.5
606,2964,45.0414,7.64769,Torino,45.06258,7.66282,Torino,15.0,3,1,15000.0
607,2969,45.06518,7.65248,Torino,45.06642,7.69288,Torino,4.0,3,5,2250.5
608,2971,45.11354,7.662,Torino,45.06271,7.66003,Torino,15.0,3,1,15000.0
610,2975,45.07487,7.63204,Torino,45.06333,7.6613,Torino,3.0,3,5,1750.5
611,2978,45.09565,7.62938,Torino,45.06502,7.65821,Torino,4.0,3,5,2250.5
614,2988,45.07598,7.65578,Torino,45.06237,7.66271,Torino,15.0,3,5,15000.0
616,2999,45.10494,7.75267,San Mauro Torinese,45.06429,7.65967,Torino,9.0,3,2,5500.5
617,3004,45.07364,7.64809,Torino,45.06253,7.66288,Torino,10.0,3,5,6500.5
618,3011,45.0698,7.63742,Torino,45.02943,7.61845,Torino,4.0,3,1,2250.5
619,3023,44.96068,7.78107,Santena,45.03304,7.61679,Torino,6.0,3,1,3250.5
620,3027,45.10031,7.69903,Torino,45.06516,7.65697,Torino,5.0,3,1,2750.5
621,3031,45.40691,8.09504,Cavaglià,45.06257,7.66146,Torino,4.0,3,1,2250.5
622,3034,45.11734,7.53028,Pianezza,45.0534,7.68207,Torino,5.0,3,1,2750.5
623,3041,45.17625,7.65061,Caselle Torinese,45.06282,7.66054,Torino,9.0,3,6,5500.5
624,3043,45.06263,7.67892,Torino,45.03127,7.66697,Torino,14.0,3,5,12500.5
625,3064,45.06964,7.68755,Torino,45.0622,7.66228,Torino,6.0,3,10,3250.5
626,3070,44.7038,8.77533,Gavi,45.05655,7.72287,Torino,8.0,3,1,4250.5
627,3084,45.07507,7.59584,Collegno,45.0622,7.66231,Torino,3.0,3,5,1750.5
628,3278,45.06544,7.68265,Torino,45.06234,7.66196,Torino,6.0,3,9,3250.5
629,3291,45.06248,7.65181,Torino,45.06349,7.65935,Torino,12.0,3,11,8500.5
630,3296,45.05891,7.65499,Torino,45.06293,7.66039,Torino,5.0,3,11,2750.5
631,3297,45.07216,7.6169,Torino,45.06361,7.65936,Torino,15.0,3,5,15000.0
632,3307,45.05894,7.66075,Torino,45.06243,7.66301,Torino,4.0,3,11,2250.5
633,3313,45.02355,7.71446,Moncalieri,45.06495,7.65803,Torino,15.0,1,2,15000.0
634,3315,44.95576,7.19352,Perosa Argentina,45.06247,7.66244,Torino,6.0,3,1,3250.5
635,3317,45.05815,7.64329,Torino,45.06464,7.65865,Torino,15.0,3,11,15000.0
636,3320,45.08143,7.63839,Torino,45.06233,7.6626,Torino,3.0,3,5,1750.5
637,3323,45.05066,7.64581,Torino,45.0627,7.6604,Torino,15.0,3,5,15000.0
638,3325,45.07199,7.56299,Collegno,45.06713,7.66621,Torino,7.0,3,1,3750.5
639,3327,45.05039,7.65374,Torino,45.06241,7.66235,Torino,3.0,3,5,1750.5
640,3330,45.0782,7.66249,Torino,45.0626,7.66283,Torino,5.0,1,9,2750.5
641,3331,45.04341,7.66871,Torino,45.06239,7.66284,Torino,2.0,3,5,1250.5
642,3333,45.23016,7.8899,Chivasso,45.06307,7.66216,Torino,11.0,3,1,7500.5
643,3335,45.06554,7.65409,Torino,45.06298,7.66139,Torino,7.0,3,11,3750.5
644,3336,45.05147,7.6417,Torino,45.06255,7.66253,Torino,15.0,3,5,15000.0
645,3337,45.05796,7.66424,Torino,45.06231,7.66276,Torino,6.0,3,11,3250.5
646,3339,45.04238,7.67522,Torino,45.06251,7.66264,Torino,3.0,3,1,1750.5
647,3343,45.08161,7.65587,Torino,45.06726,7.66626,Torino,6.0,3,5,3250.5
648,3345,45.05488,7.65305,Torino,45.0694,7.6889,Torino,15.0,1,5,15000.0
649,3346,44.80612,7.29846,Campiglione Fenile,45.0629,7.66106,Torino,15.0,3,1,15000.0
650,3353,44.69677,7.85271,Bra,45.02659,7.65682,Torino,6.0,1,4,3250.5
651,3355,45.07045,7.66696,Torino,45.06513,7.65767,Torino,6.0,3,5,3250.5
652,3364,45.06146,7.67618,Torino,45.05623,7.65829,Torino,15.0,3,5,15000.0
653,3365,45.18888,7.71772,Leinì,45.06248,7.66239,Torino,3.0,3,5,1750.5
654,3367,45.05665,7.66435,Torino,45.06246,7.66237,Torino,7.0,3,11,3750.5
655,3368,45.17502,7.84132,Brandizzo,45.06288,7.66034,Torino,5.0,3,4,2750.5
656,3370,45.05743,7.67319,Torino,45.06203,7.66226,Torino,5.0,3,11,2750.5
657,3371,45.08697,7.73519,Torino,45.06508,7.65731,Torino,4.0,3,5,2250.5
658,3378,45.03607,7.62396,Torino,45.06445,7.65649,Torino,3.0,3,5,1750.5
659,3380,45.0784,7.56089,Collegno,45.06241,7.6623,Torino,6.0,3,1,3250.5
660,3395,44.88592,7.33758,Pinerolo,45.01335,7.62481,Torino,15.0,1,6,15000.0
661,3397,45.0129,7.62509,Torino,45.01871,7.62476,Torino,2.0,5,5,1250.5
662,3399,45.10573,7.54338,Pianezza,45.06728,7.66638,Torino,8.0,3,1,4250.5
