,SEZCENS,NCIRCO,ZONASTAT,SUPERF,AREA_CENS,CODASC,P_TOT,MALE_TOT,FEM_TOT,age 0-9,age 10-24,age 25-39,age 40-64,age >65,male 0-9,male 10-24,male 25-39,male 40-64,male >65,P47,P48,P49,P50,P51,P52,P61,P62,P128,P130,P131,P135,P137,P138,ST1,ST3,ST4,ST5,ST9,ST10,ST11,ST12,ST13,PF1,PF2,PF3,PF4,PF5,PF6,PF7,PF8,PF9,INCOMEinco,home,work,eating,entertainment,recreation,shopping,travel,admin_chores,religious,health,police,education
2007,54,1,01,6838.17,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5416.55,0.36,0.37,0.26999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,70,1,02,7506.92,18.0,1.0,4.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5419.5,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333
2009,77,1,03,6316.82,18.0,1.0,81.0,41.0,40.0,4.0,7.0,16.0,37.0,23.0,1.0,3.0,10.0,16.0,11.0,32.0,25.0,16.0,4.0,0.0,0.0,33.0,1.0,42.0,6.0,9.0,6.0,29.0,4.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,46.0,81.0,22.0,15.0,7.0,2.0,0.0,0.0,0.0,4952.38,0.09000000000000001,0.1675,0.0675,0.0,0.135,0.3375,0.0,0.135,0.0,0.0675,0.0,0.0
2010,91,1,03,10689.38,18.0,1.0,31.0,14.0,17.0,5.0,3.0,2.0,18.0,6.0,3.0,0.0,1.0,7.0,3.0,12.0,7.0,7.0,0.0,2.0,0.0,16.0,1.0,8.0,1.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,31.0,6.0,5.0,2.0,1.0,1.0,0.0,0.0,4952.38,0.09000000000000001,0.1,0.0675,0.27,0.0,0.27,0.0,0.0,0.0,0.20249999999999999,0.0,0.0
2011,93,1,03,9475.79,18.0,1.0,186.0,89.0,97.0,8.0,27.0,22.0,98.0,47.0,5.0,12.0,9.0,39.0,24.0,70.0,53.0,32.0,18.0,10.0,1.0,89.0,1.0,75.0,11.0,16.0,6.0,82.0,16.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,112.0,186.0,66.0,27.0,11.0,7.0,1.0,0.0,0.0,4952.38,0.09000000000000001,0.15785714285714286,0.23142857142857146,0.057857142857142864,0.11571428571428573,0.3471428571428572,0.0,0.0,0.0,0.0,0.0,0.0
2012,94,1,03,9681.25,18.0,1.0,252.0,119.0,133.0,10.0,26.0,48.0,112.0,74.0,6.0,16.0,19.0,48.0,30.0,86.0,81.0,37.0,34.0,7.0,1.0,112.0,1.0,124.0,10.0,23.0,18.0,102.0,13.0,8.0,1.0,7.0,0.0,4.0,1.0,1.0,2.0,0.0,150.0,252.0,90.0,32.0,19.0,5.0,3.0,1.0,6.0,4952.38,0.13764705882352943,0.1476470588235294,0.19058823529411764,0.0,0.04764705882352941,0.3811764705882353,0.0,0.09529411764705882,0.0,0.0,0.0,0.0
2013,102,1,03,14416.26,18.0,1.0,11.0,5.0,6.0,2.0,2.0,3.0,4.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,0.0,3.0,0.0,6.0,3.0,2.0,0.0,7.0,0.0,5.0,1.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,4952.38,0.09000000000000001,0.1,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0
2014,108,1,03,6172.84,18.0,1.0,151.0,75.0,76.0,19.0,16.0,25.0,71.0,32.0,14.0,6.0,13.0,28.0,14.0,49.0,50.0,18.0,15.0,8.0,0.0,72.0,0.0,53.0,10.0,11.0,7.0,63.0,13.0,16.0,6.0,8.0,2.0,8.0,5.0,3.0,0.0,0.0,77.0,151.0,36.0,24.0,6.0,8.0,1.0,2.0,12.0,4952.38,0.09000000000000001,0.17363636363636362,0.29454545454545455,0.0,0.0,0.22090909090909092,0.0,0.0,0.0,0.22090909090909092,0.0,0.0
2015,109,1,03,4329.9,18.0,1.0,25.0,14.0,11.0,3.0,0.0,7.0,11.0,4.0,2.0,0.0,4.0,6.0,2.0,10.0,6.0,4.0,2.0,2.0,0.0,15.0,0.0,7.0,1.0,0.0,2.0,9.0,4.0,6.0,0.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,10.0,25.0,2.0,4.0,1.0,3.0,0.0,0.0,0.0,4952.38,0.09000000000000001,0.1,0.40499999999999997,0.0,0.135,0.27,0.0,0.0,0.0,0.0,0.0,0.0
2016,117,1,04,18623.49,18.0,1.0,236.0,107.0,129.0,26.0,17.0,40.0,126.0,42.0,7.0,10.0,22.0,52.0,16.0,103.0,66.0,31.0,9.0,15.0,0.0,125.0,5.0,74.0,10.0,12.0,6.0,124.0,14.0,21.0,4.0,15.0,2.0,16.0,0.0,4.0,1.0,0.0,135.0,236.0,74.0,35.0,14.0,10.0,2.0,0.0,0.0,5003.56,0.1548,0.16480000000000003,0.3564,0.0648,0.0648,0.1296,0.0,0.0324,0.0,0.0324,0.0,0.0
2017,130,1,04,4338.84,18.0,1.0,16.0,8.0,8.0,1.0,2.0,2.0,7.0,4.0,1.0,2.0,1.0,3.0,1.0,4.0,4.0,5.0,1.0,1.0,0.0,7.0,0.0,7.0,3.0,1.0,0.0,7.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,16.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,5003.56,0.09,0.09999999999999999,0.10124999999999999,0.0,0.0,0.7087499999999999,0.0,0.0,0.0,0.0,0.0,0.0
2018,136,1,04,5312.69,18.0,1.0,121.0,48.0,73.0,15.0,7.0,19.0,51.0,33.0,7.0,2.0,7.0,21.0,11.0,35.0,30.0,19.0,21.0,4.0,1.0,55.0,1.0,48.0,4.0,6.0,2.0,53.0,4.0,11.0,3.0,7.0,1.0,7.0,3.0,1.0,0.0,0.0,72.0,121.0,43.0,17.0,7.0,3.0,1.0,1.0,6.0,5003.56,0.09,0.09999999999999999,0.20249999999999999,0.0,0.10124999999999999,0.50625,0.0,0.0,0.0,0.0,0.0,0.0
2019,140,1,04,10568.39,18.0,1.0,129.0,57.0,72.0,11.0,18.0,25.0,48.0,37.0,3.0,9.0,13.0,17.0,15.0,39.0,43.0,21.0,13.0,4.0,0.0,45.0,7.0,57.0,6.0,10.0,4.0,51.0,5.0,3.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,63.0,129.0,28.0,15.0,10.0,9.0,1.0,0.0,0.0,5003.56,0.11699999999999999,0.208,0.189,0.0,0.081,0.351,0.0,0.0,0.0,0.054,0.0,0.0
2020,148,1,04,23465.79,18.0,1.0,65.0,27.0,38.0,4.0,8.0,10.0,28.0,20.0,0.0,4.0,3.0,12.0,8.0,29.0,19.0,7.0,6.0,2.0,0.0,28.0,4.0,25.0,2.0,3.0,2.0,30.0,4.0,4.0,1.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,32.0,65.0,14.0,11.0,2.0,3.0,1.0,1.0,6.0,5003.56,0.252,0.18100000000000002,0.081,0.0405,0.162,0.0405,0.1215,0.081,0.0,0.0405,0.0,0.0
2021,152,1,05,52755.99,15.0,1.0,330.0,140.0,190.0,20.0,29.0,64.0,124.0,104.0,8.0,12.0,36.0,52.0,32.0,53.0,115.0,79.0,45.0,15.0,9.0,139.0,13.0,146.0,17.0,12.0,15.0,126.0,23.0,13.0,3.0,7.0,3.0,5.0,6.0,1.0,1.0,0.0,152.0,290.0,77.0,36.0,20.0,15.0,3.0,1.0,6.0,5338.67,0.140625,0.150625,0.10125,0.050625,0.0,0.151875,0.050625,0.050625,0.0,0.30375,0.0,0.0
2022,154,1,05,6897.95,15.0,1.0,76.0,40.0,36.0,5.0,8.0,15.0,34.0,18.0,3.0,4.0,11.0,15.0,7.0,28.0,24.0,10.0,9.0,1.0,0.0,37.0,3.0,28.0,6.0,4.0,3.0,38.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,76.0,18.0,10.0,6.0,5.0,0.0,0.0,0.0,5338.67,0.2057142857142857,0.1,0.0,0.0,0.0,0.4628571428571429,0.11571428571428573,0.0,0.0,0.11571428571428573,0.0,0.0
2023,162,1,05,4791.87,15.0,1.0,240.0,112.0,128.0,30.0,28.0,52.0,111.0,36.0,15.0,17.0,23.0,45.0,12.0,42.0,71.0,55.0,27.0,28.0,2.0,103.0,7.0,87.0,15.0,14.0,24.0,104.0,22.0,54.0,24.0,24.0,6.0,19.0,29.0,5.0,1.0,0.0,121.0,240.0,61.0,25.0,17.0,14.0,2.0,2.0,12.0,5338.67,0.09000000000000001,0.3025,0.6075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,163,1,05,10415.02,15.0,1.0,134.0,117.0,17.0,1.0,5.0,105.0,23.0,0.0,1.0,1.0,99.0,16.0,0.0,35.0,69.0,25.0,3.0,1.0,0.0,42.0,0.0,90.0,0.0,10.0,80.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5338.67,0.09000000000000001,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0
2025,165,1,05,4979.76,17.0,1.0,159.0,72.0,87.0,13.0,22.0,30.0,72.0,27.0,7.0,10.0,13.0,33.0,9.0,60.0,50.0,21.0,13.0,8.0,1.0,85.0,4.0,50.0,4.0,9.0,8.0,88.0,11.0,9.0,1.0,7.0,1.0,8.0,0.0,1.0,0.0,0.0,79.0,159.0,33.0,26.0,8.0,10.0,2.0,0.0,0.0,5338.67,0.19125,0.1,0.10125,0.0,0.10125,0.2025,0.0,0.0,0.0,0.30375,0.0,0.0
2026,175,1,05,5699.25,17.0,1.0,168.0,82.0,86.0,13.0,20.0,32.0,89.0,26.0,6.0,5.0,14.0,43.0,14.0,52.0,45.0,38.0,17.0,10.0,0.0,91.0,7.0,50.0,9.0,7.0,8.0,86.0,10.0,39.0,14.0,21.0,4.0,22.0,4.0,2.0,11.0,0.0,101.0,168.0,60.0,27.0,4.0,9.0,0.0,1.0,6.0,5338.67,0.19125,0.3025,0.0,0.10125,0.10125,0.2025,0.0,0.0,0.0,0.10125,0.0,0.0
2027,186,1,05,2952.09,17.0,1.0,62.0,33.0,29.0,9.0,4.0,15.0,28.0,15.0,6.0,3.0,7.0,11.0,6.0,28.0,11.0,7.0,6.0,7.0,0.0,30.0,1.0,19.0,1.0,1.0,1.0,32.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,31.0,62.0,14.0,8.0,5.0,3.0,1.0,0.0,0.0,5338.67,0.09,0.09999999999999999,0.20249999999999999,0.0,0.0,0.6074999999999999,0.0,0.0,0.0,0.0,0.0,0.0
2028,3480,2,59,20283.76,99.0,2.0,355.0,178.0,177.0,29.0,41.0,77.0,140.0,87.0,20.0,18.0,36.0,61.0,43.0,49.0,122.0,90.0,61.0,9.0,1.0,150.0,8.0,149.0,28.0,22.0,11.0,144.0,40.0,54.0,23.0,28.0,3.0,40.0,1.0,10.0,3.0,0.0,171.0,355.0,61.0,60.0,29.0,18.0,3.0,0.0,0.0,4817.14,0.14785714285714285,0.21571428571428572,0.1735714285714286,0.0,0.057857142857142864,0.2892857142857143,0.057857142857142864,0.0,0.0,0.057857142857142864,0.0,0.0
2029,3498,2,62,123706.16,25.0,2.0,5.0,3.0,2.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,4863.79,0.09000000000000001,0.1,0.0,0.0,0.0675,0.6075,0.135,0.0,0.0,0.0,0.0,0.0
2030,3501,3,63,11345.61,29.0,3.0,495.0,241.0,254.0,31.0,64.0,98.0,204.0,131.0,21.0,29.0,52.0,81.0,58.0,30.0,134.0,168.0,112.0,30.0,5.0,206.0,9.0,219.0,39.0,22.0,31.0,204.0,49.0,66.0,35.0,28.0,3.0,44.0,13.0,6.0,3.0,0.0,242.0,495.0,95.0,80.0,32.0,32.0,2.0,1.0,6.0,6250.29,0.1523076923076923,0.16230769230769232,0.31153846153846154,0.0,0.06230769230769231,0.18692307692307691,0.0,0.06230769230769231,0.0,0.06230769230769231,0.0,0.0
2031,3508,3,63,5477.73,29.0,3.0,102.0,49.0,53.0,2.0,12.0,8.0,45.0,44.0,1.0,7.0,6.0,18.0,17.0,7.0,28.0,30.0,27.0,7.0,1.0,34.0,5.0,58.0,5.0,5.0,6.0,29.0,11.0,5.0,3.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,61.0,102.0,33.0,18.0,7.0,3.0,0.0,0.0,0.0,6250.29,0.09000000000000001,0.37,0.0,0.0,0.135,0.27,0.0,0.0,0.0,0.135,0.0,0.0
2032,3511,3,63,7705.25,29.0,3.0,4.0,3.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6250.29,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333
2033,3514,3,63,8447.27,29.0,3.0,65.0,31.0,34.0,4.0,9.0,11.0,31.0,16.0,2.0,5.0,5.0,11.0,8.0,4.0,21.0,16.0,16.0,6.0,2.0,26.0,1.0,30.0,6.0,5.0,3.0,25.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,65.0,9.0,9.0,6.0,5.0,0.0,0.0,0.0,6250.29,0.09000000000000001,0.3025,0.0,0.0,0.0,0.405,0.0,0.0,0.0,0.2025,0.0,0.0
2034,3518,3,63,7893.95,29.0,3.0,87.0,39.0,48.0,9.0,13.0,20.0,30.0,22.0,3.0,6.0,10.0,10.0,10.0,10.0,23.0,25.0,18.0,4.0,0.0,33.0,2.0,37.0,7.0,4.0,3.0,31.0,7.0,16.0,7.0,9.0,0.0,14.0,0.0,2.0,0.0,0.0,42.0,87.0,15.0,15.0,7.0,4.0,1.0,0.0,0.0,6250.29,0.09000000000000001,0.1,0.27,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0
2035,3522,3,63,12477.25,35.0,3.0,84.0,42.0,42.0,3.0,8.0,10.0,41.0,31.0,3.0,4.0,5.0,16.0,14.0,10.0,26.0,19.0,22.0,5.0,1.0,31.0,3.0,45.0,9.0,1.0,3.0,24.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,84.0,8.0,16.0,8.0,5.0,0.0,0.0,0.0,6250.29,0.09,0.09999999999999999,0.0,0.0,0.0,0.40499999999999997,0.40499999999999997,0.0,0.0,0.0,0.0,0.0
2036,3523,3,63,23683.57,35.0,3.0,331.0,158.0,173.0,32.0,44.0,56.0,135.0,79.0,14.0,28.0,25.0,56.0,35.0,38.0,105.0,94.0,53.0,17.0,3.0,135.0,6.0,138.0,23.0,19.0,19.0,133.0,43.0,11.0,5.0,6.0,0.0,7.0,0.0,3.0,1.0,0.0,149.0,331.0,47.0,49.0,29.0,22.0,1.0,1.0,6.0,6250.29,0.09000000000000001,0.37,0.0,0.0,0.135,0.135,0.0,0.135,0.0,0.135,0.0,0.0
2037,3525,3,63,6430.44,35.0,3.0,281.0,136.0,145.0,29.0,32.0,67.0,115.0,56.0,9.0,13.0,37.0,53.0,24.0,19.0,86.0,84.0,56.0,12.0,1.0,115.0,12.0,110.0,30.0,6.0,17.0,113.0,25.0,45.0,23.0,22.0,0.0,36.0,4.0,5.0,0.0,0.0,133.0,281.0,46.0,48.0,22.0,14.0,1.0,2.0,12.0,6250.29,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333
2038,3533,4,64,9078.82,40.0,4.0,126.0,61.0,65.0,13.0,20.0,21.0,54.0,29.0,6.0,8.0,12.0,21.0,14.0,8.0,40.0,45.0,15.0,10.0,1.0,58.0,3.0,46.0,9.0,7.0,3.0,57.0,10.0,17.0,11.0,5.0,1.0,16.0,0.0,1.0,0.0,0.0,55.0,126.0,15.0,21.0,8.0,10.0,1.0,0.0,0.0,3940.48,0.09000000000000001,0.262,0.324,0.0,0.0,0.324,0.0,0.0,0.0,0.0,0.0,0.0
2039,3553,6,68,11528.32,58.0,6.0,212.0,104.0,108.0,18.0,29.0,34.0,88.0,52.0,11.0,14.0,18.0,39.0,22.0,12.0,50.0,79.0,42.0,15.0,3.0,80.0,7.0,99.0,20.0,14.0,11.0,78.0,23.0,37.0,15.0,22.0,0.0,37.0,0.0,0.0,0.0,0.0,98.0,212.0,30.0,36.0,20.0,10.0,2.0,0.0,0.0,7214.62,0.09000000000000001,0.1,0.22090909090909092,0.0,0.0,0.22090909090909092,0.07363636363636364,0.14727272727272728,0.0,0.14727272727272728,0.0,0.0
2040,3568,7,72,15084.15,157.0,7.0,94.0,41.0,53.0,5.0,13.0,12.0,53.0,21.0,3.0,6.0,5.0,21.0,6.0,1.0,17.0,41.0,23.0,8.0,1.0,23.0,7.0,53.0,13.0,4.0,11.0,27.0,3.0,3.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,44.0,94.0,17.0,14.0,7.0,3.0,2.0,1.0,6.0,7250.26,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333
2041,3574,6,78,38298.88,58.0,6.0,69.0,32.0,37.0,8.0,6.0,17.0,26.0,16.0,4.0,3.0,9.0,10.0,6.0,5.0,23.0,21.0,10.0,2.0,1.0,30.0,4.0,24.0,6.0,2.0,2.0,22.0,11.0,9.0,4.0,5.0,0.0,8.0,0.0,1.0,0.0,0.0,29.0,69.0,7.0,10.0,8.0,2.0,2.0,0.0,0.0,5241.18,0.09000000000000001,0.09999999999999999,0.0,0.0,0.0,0.324,0.162,0.162,0.162,0.0,0.0,0.0
2042,3577,6,79,45760.22,153.0,6.0,3.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3062.97,0.09,0.09999999999999999,0.20249999999999999,0.20249999999999999,0.0,0.20249999999999999,0.20249999999999999,0.0,0.0,0.0,0.0,0.0
2043,3586,6,79,9383.94,153.0,6.0,134.0,67.0,67.0,12.0,20.0,34.0,47.0,29.0,9.0,11.0,15.0,17.0,15.0,7.0,35.0,62.0,16.0,3.0,1.0,52.0,2.0,60.0,12.0,11.0,11.0,48.0,14.0,38.0,18.0,19.0,1.0,20.0,12.0,1.0,5.0,0.0,64.0,134.0,24.0,19.0,15.0,4.0,1.0,1.0,6.0,3062.97,0.09,0.09999999999999999,0.10124999999999999,0.0,0.0,0.7087499999999999,0.0,0.0,0.0,0.0,0.0,0.0
2044,3596,2,90,15756.39,10.0,10.0,175.0,87.0,88.0,15.0,23.0,38.0,74.0,34.0,3.0,16.0,19.0,34.0,15.0,16.0,49.0,57.0,37.0,6.0,0.0,82.0,6.0,64.0,10.0,9.0,5.0,80.0,21.0,27.0,13.0,14.0,0.0,26.0,0.0,0.0,1.0,0.0,84.0,175.0,32.0,23.0,21.0,6.0,2.0,0.0,0.0,4764.66,0.2057142857142857,0.1,0.3471428571428572,0.0,0.0,0.3471428571428572,0.0,0.0,0.0,0.0,0.0,0.0
2045,3604,6,40,9689.88,154.0,6.0,142.0,67.0,75.0,10.0,12.0,21.0,70.0,44.0,8.0,7.0,13.0,22.0,17.0,10.0,43.0,43.0,33.0,5.0,3.0,63.0,6.0,61.0,7.0,4.0,7.0,49.0,14.0,11.0,4.0,5.0,2.0,11.0,0.0,0.0,0.0,0.0,69.0,142.0,25.0,24.0,11.0,9.0,0.0,0.0,0.0,4909.6,0.09000000000000001,0.1,0.3471428571428572,0.0,0.11571428571428573,0.11571428571428573,0.11571428571428573,0.11571428571428573,0.0,0.0,0.0,0.0
2046,3609,6,41,9613.06,154.0,6.0,183.0,82.0,101.0,13.0,27.0,20.0,77.0,55.0,9.0,12.0,8.0,34.0,19.0,3.0,27.0,71.0,46.0,26.0,5.0,52.0,6.0,101.0,18.0,13.0,20.0,62.0,8.0,19.0,8.0,6.0,5.0,0.0,19.0,0.0,0.0,0.0,75.0,183.0,22.0,27.0,11.0,4.0,8.0,3.0,18.0,4525.43,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333
2047,3612,5,48,4814.17,128.0,5.0,211.0,106.0,105.0,14.0,19.0,38.0,83.0,63.0,7.0,12.0,18.0,40.0,29.0,21.0,51.0,67.0,50.0,14.0,1.0,74.0,9.0,104.0,21.0,6.0,12.0,63.0,23.0,20.0,13.0,7.0,0.0,20.0,0.0,0.0,0.0,0.0,104.0,211.0,32.0,48.0,15.0,7.0,2.0,0.0,0.0,5500.38,0.09000000000000001,0.20125,0.10125,0.0,0.10125,0.50625,0.0,0.0,0.0,0.0,0.0,0.0
2048,3616,2,53,11012.7,28.0,2.0,1006.0,457.0,549.0,85.0,117.0,202.0,412.0,259.0,49.0,53.0,97.0,151.0,107.0,113.0,332.0,279.0,167.0,59.0,7.0,414.0,35.0,428.0,72.0,51.0,33.0,396.0,88.0,121.0,43.0,63.0,15.0,89.0,14.0,17.0,1.0,0.0,499.0,1006.0,208.0,141.0,94.0,48.0,7.0,1.0,7.0,4810.7,0.09,0.09999999999999999,0.0,0.0,0.40499999999999997,0.20249999999999999,0.0,0.0,0.0,0.20249999999999999,0.0,0.0
2049,3630,8,61,44046.08,86.0,9.0,34.0,29.0,5.0,0.0,0.0,3.0,9.0,25.0,0.0,0.0,0.0,5.0,24.0,3.0,1.0,11.0,18.0,1.0,0.0,1.0,0.0,33.0,0.0,0.0,8.0,1.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4307.38,0.09000000000000001,0.1,0.11571428571428573,0.0,0.3471428571428572,0.0,0.0,0.0,0.11571428571428573,0.23142857142857146,0.0,0.0
2050,3645,2,89,15742.6,92.0,10.0,269.0,120.0,149.0,14.0,32.0,42.0,107.0,90.0,11.0,8.0,20.0,49.0,32.0,21.0,70.0,84.0,66.0,21.0,2.0,90.0,10.0,141.0,17.0,16.0,16.0,89.0,28.0,27.0,10.0,16.0,1.0,21.0,0.0,5.0,1.0,0.0,120.0,269.0,36.0,42.0,23.0,15.0,4.0,0.0,0.0,3691.03,0.09000000000000001,0.37,0.0,0.0,0.27,0.0,0.27,0.0,0.0,0.0,0.0,0.0
2051,3686,2,60,20185.46,21.0,2.0,158.0,74.0,84.0,7.0,12.0,37.0,73.0,40.0,3.0,9.0,18.0,29.0,15.0,30.0,48.0,47.0,21.0,8.0,0.0,66.0,2.0,77.0,11.0,6.0,5.0,61.0,14.0,13.0,5.0,8.0,0.0,11.0,1.0,1.0,0.0,0.0,85.0,158.0,37.0,29.0,13.0,6.0,0.0,0.0,0.0,4697.42,0.09000000000000001,0.09999999999999999,0.162,0.0,0.162,0.162,0.162,0.0,0.0,0.162,0.0,0.0
2052,3692,4,50,7246.97,123.0,4.0,264.0,117.0,147.0,18.0,25.0,47.0,108.0,77.0,9.0,7.0,25.0,48.0,28.0,27.0,55.0,92.0,58.0,16.0,3.0,105.0,7.0,121.0,15.0,9.0,10.0,100.0,20.0,34.0,9.0,24.0,1.0,19.0,8.0,7.0,0.0,0.0,142.0,264.0,69.0,37.0,26.0,8.0,1.0,1.0,6.0,5300.42,0.09,0.14500000000000002,0.225,0.0,0.09,0.36,0.045,0.0,0.0,0.045,0.0,0.0
2053,3696,4,64,36719.9,40.0,4.0,1088.0,520.0,568.0,112.0,109.0,164.0,528.0,313.0,56.0,56.0,81.0,176.0,151.0,242.0,389.0,235.0,93.0,66.0,3.0,448.0,20.0,457.0,75.0,57.0,22.0,467.0,96.0,27.0,8.0,16.0,3.0,14.0,2.0,2.0,9.0,0.0,484.0,1088.0,135.0,188.0,84.0,67.0,5.0,5.0,32.0,3940.48,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333
2054,3703,5,65,118242.82,48.0,5.0,28.0,15.0,13.0,3.0,5.0,8.0,10.0,3.0,2.0,2.0,4.0,5.0,2.0,2.0,9.0,10.0,4.0,1.0,0.0,14.0,1.0,7.0,2.0,0.0,2.0,15.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,10.0,28.0,2.0,3.0,3.0,1.0,0.0,1.0,7.0,4328.56,0.09000000000000001,0.1,0.0,0.0,0.0,0.675,0.135,0.0,0.0,0.0,0.0,0.0
2055,3804,7,22,12289.85,7.0,7.0,384.0,175.0,209.0,40.0,50.0,59.0,164.0,82.0,23.0,28.0,24.0,69.0,31.0,64.0,127.0,89.0,61.0,18.0,2.0,171.0,8.0,136.0,15.0,24.0,10.0,212.0,21.0,14.0,3.0,8.0,3.0,13.0,0.0,1.0,0.0,0.0,168.0,384.0,56.0,48.0,30.0,28.0,6.0,0.0,0.0,4921.83,0.09000000000000001,0.251875,0.050625,0.0,0.050625,0.30375,0.0,0.0,0.0,0.253125,0.0,0.0
