,SEZCENS,NCIRCO,ZONASTAT,SUPERF,AREA_CENS,CODASC,P_TOT,MALE_TOT,FEM_TOT,age 0-9,age 10-24,age 25-39,age 40-64,age >65,male 0-9,male 10-24,male 25-39,male 40-64,male >65,P47,P48,P49,P50,P51,P52,P61,P62,P128,P130,P131,P135,P137,P138,ST1,ST3,ST4,ST5,ST9,ST10,ST11,ST12,ST13,PF1,PF2,PF3,PF4,PF5,PF6,PF7,PF8,PF9,INCOMEinco,home,work,eating,entertainment,recreation,shopping,travel,admin_chores,religious,health,police,education
0,907,8,20,32138.47,78.0,8.0,111.0,49.0,62.0,7.0,9.0,24.0,49.0,30.0,2.0,4.0,15.0,18.0,10.0,28.0,37.0,26.0,11.0,4.0,0.0,49.0,2.0,52.0,9.0,7.0,8.0,46.0,8.0,11.0,5.0,6.0,0.0,5.0,0.0,3.0,3.0,0.0,66.0,111.0,39.0,13.0,10.0,4.0,0.0,0.0,0.0,5415.24,0.09000000000000001,0.15785714285714286,0.11571428571428573,0.0,0.057857142857142864,0.2892857142857143,0.057857142857142864,0.0,0.0,0.23142857142857146,0.0,0.0
1,908,8,20,6237.15,78.0,8.0,66.0,34.0,32.0,2.0,3.0,18.0,26.0,28.0,2.0,1.0,11.0,6.0,14.0,30.0,20.0,12.0,0.0,1.0,1.0,31.0,3.0,28.0,3.0,2.0,2.0,26.0,4.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,41.0,66.0,24.0,10.0,6.0,1.0,0.0,0.0,0.0,5415.24,0.09000000000000001,0.37,0.0,0.27,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0
2,911,8,20,7672.77,78.0,8.0,247.0,121.0,126.0,18.0,21.0,43.0,102.0,81.0,9.0,13.0,23.0,41.0,35.0,60.0,87.0,59.0,20.0,10.0,0.0,99.0,7.0,115.0,18.0,15.0,7.0,103.0,8.0,12.0,7.0,3.0,2.0,4.0,2.0,6.0,0.0,0.0,123.0,247.0,46.0,43.0,23.0,9.0,2.0,0.0,0.0,5415.24,0.09000000000000001,0.42400000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.486,0.0,0.0
3,920,8,20,10379.46,78.0,8.0,254.0,117.0,137.0,28.0,26.0,51.0,112.0,52.0,18.0,12.0,20.0,46.0,21.0,49.0,73.0,59.0,37.0,21.0,1.0,110.0,4.0,97.0,18.0,12.0,7.0,119.0,15.0,42.0,19.0,20.0,3.0,21.0,15.0,6.0,0.0,0.0,132.0,253.0,66.0,30.0,21.0,11.0,4.0,0.0,0.0,5415.24,0.09000000000000001,0.1,0.0675,0.0,0.04050000000000001,0.648,0.0,0.0,0.0,0.054000000000000006,0.0,0.0
4,924,8,20,9084.13,78.0,8.0,304.0,132.0,172.0,20.0,41.0,32.0,144.0,86.0,14.0,18.0,14.0,52.0,34.0,97.0,88.0,64.0,31.0,12.0,0.0,133.0,4.0,127.0,20.0,18.0,9.0,132.0,20.0,28.0,7.0,18.0,3.0,16.0,0.0,12.0,0.0,0.0,150.0,304.0,61.0,47.0,24.0,14.0,3.0,1.0,6.0,5415.24,0.09000000000000001,0.1675,0.20249999999999999,0.0,0.0675,0.0675,0.0,0.0,0.0,0.40499999999999997,0.0,0.0
5,928,8,20,6682.81,78.0,8.0,195.0,88.0,107.0,9.0,19.0,32.0,89.0,61.0,2.0,11.0,15.0,33.0,27.0,31.0,59.0,57.0,33.0,8.0,0.0,89.0,3.0,84.0,9.0,6.0,9.0,86.0,15.0,8.0,3.0,5.0,0.0,3.0,4.0,1.0,0.0,0.0,103.0,195.0,42.0,36.0,19.0,6.0,0.0,0.0,0.0,5415.24,0.09,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.72,0.0,0.0
6,930,8,20,9243.19,78.0,8.0,300.0,143.0,157.0,24.0,28.0,48.0,138.0,79.0,19.0,12.0,23.0,51.0,38.0,95.0,104.0,48.0,25.0,11.0,0.0,135.0,4.0,131.0,14.0,21.0,11.0,136.0,18.0,8.0,3.0,4.0,1.0,6.0,2.0,0.0,0.0,0.0,145.0,300.0,53.0,49.0,27.0,12.0,4.0,0.0,0.0,5415.24,0.08999999999999998,0.15399999999999997,0.054,0.0,0.162,0.324,0.054,0.0,0.0,0.162,0.0,0.0
7,932,8,20,4875.94,78.0,8.0,182.0,101.0,81.0,10.0,22.0,36.0,76.0,55.0,6.0,14.0,17.0,36.0,28.0,42.0,60.0,45.0,21.0,8.0,0.0,71.0,3.0,87.0,20.0,7.0,10.0,65.0,9.0,20.0,9.0,10.0,1.0,14.0,4.0,2.0,0.0,0.0,99.0,182.0,48.0,28.0,16.0,6.0,0.0,1.0,6.0,5415.24,0.09000000000000001,0.1,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0
8,933,8,20,7139.68,78.0,8.0,219.0,99.0,120.0,17.0,33.0,38.0,98.0,41.0,9.0,15.0,15.0,46.0,14.0,59.0,64.0,58.0,19.0,6.0,1.0,103.0,4.0,86.0,20.0,18.0,11.0,88.0,27.0,49.0,16.0,30.0,3.0,31.0,3.0,8.0,7.0,0.0,104.0,219.0,41.0,31.0,16.0,12.0,4.0,0.0,0.0,5415.24,0.144,0.26199999999999996,0.054,0.0,0.054,0.0,0.0,0.0,0.0,0.486,0.0,0.0
9,940,8,20,4434.31,78.0,8.0,213.0,103.0,110.0,22.0,31.0,55.0,81.0,32.0,11.0,13.0,29.0,36.0,14.0,27.0,50.0,67.0,33.0,18.0,2.0,90.0,15.0,73.0,20.0,11.0,6.0,102.0,12.0,37.0,18.0,15.0,4.0,14.0,14.0,4.0,5.0,0.0,92.0,213.0,30.0,26.0,16.0,17.0,3.0,0.0,0.0,5415.24,0.09,0.1,0.18,0.09,0.0,0.45,0.0,0.0,0.0,0.09,0.0,0.0
10,941,8,20,6290.78,78.0,8.0,178.0,84.0,94.0,17.0,16.0,42.0,67.0,47.0,10.0,6.0,20.0,25.0,23.0,55.0,48.0,43.0,11.0,7.0,1.0,69.0,7.0,80.0,14.0,11.0,6.0,67.0,10.0,21.0,10.0,8.0,3.0,9.0,10.0,2.0,0.0,0.0,88.0,178.0,40.0,22.0,15.0,8.0,2.0,1.0,7.0,5415.24,0.09000000000000001,0.262,0.243,0.0,0.081,0.081,0.162,0.0,0.0,0.081,0.0,0.0
11,946,8,20,8295.12,78.0,8.0,150.0,70.0,80.0,19.0,12.0,24.0,65.0,38.0,10.0,5.0,11.0,29.0,15.0,31.0,52.0,28.0,15.0,11.0,0.0,59.0,3.0,61.0,10.0,3.0,5.0,66.0,10.0,15.0,5.0,8.0,2.0,8.0,7.0,0.0,0.0,0.0,78.0,150.0,38.0,18.0,13.0,8.0,1.0,0.0,0.0,5415.24,0.135,0.1,0.225,0.0,0.045,0.18,0.09,0.0,0.0,0.225,0.0,0.0
12,949,7,21,49611.17,71.0,7.0,71.0,34.0,37.0,6.0,6.0,15.0,34.0,16.0,3.0,3.0,5.0,17.0,6.0,12.0,19.0,21.0,9.0,7.0,0.0,33.0,0.0,28.0,5.0,1.0,3.0,29.0,7.0,15.0,6.0,8.0,1.0,10.0,0.0,0.0,5.0,0.0,37.0,71.0,16.0,14.0,2.0,4.0,1.0,0.0,0.0,5495.57,0.09,0.5049999999999999,0.0,0.0,0.0,0.0,0.40499999999999997,0.0,0.0,0.0,0.0,0.0
13,955,7,21,27972.12,71.0,7.0,60.0,15.0,45.0,0.0,5.0,6.0,20.0,32.0,0.0,0.0,5.0,6.0,4.0,8.0,12.0,15.0,18.0,4.0,3.0,13.0,5.0,38.0,2.0,2.0,9.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,37.0,6.0,5.0,7.0,0.0,0.0,0.0,0.0,5495.57,0.09000000000000001,0.1,0.27,0.0,0.0,0.27,0.0,0.0,0.0,0.27,0.0,0.0
14,959,7,21,11408.66,71.0,7.0,15.0,1.0,14.0,0.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,12.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5495.57,0.09000000000000001,0.1,0.0,0.0,0.0,0.0,0.06627272727272729,0.0,0.0,0.7437272727272727,0.0,0.0
15,960,7,21,130323.21,71.0,7.0,43.0,22.0,21.0,0.0,13.0,30.0,0.0,0.0,0.0,5.0,17.0,0.0,0.0,28.0,14.0,1.0,0.0,0.0,0.0,6.0,4.0,30.0,1.0,26.0,3.0,36.0,2.0,43.0,27.0,16.0,0.0,11.0,18.0,0.0,14.0,0.0,43.0,43.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,5495.57,0.09000000000000001,0.1220909090909091,0.06627272727272729,0.6553636363636364,0.022090909090909095,0.0,0.04418181818181819,0.0,0.0,0.0,0.0,0.0
16,966,7,22,7413.12,7.0,7.0,199.0,110.0,89.0,15.0,32.0,41.0,93.0,27.0,9.0,22.0,26.0,40.0,13.0,25.0,38.0,81.0,31.0,17.0,1.0,82.0,14.0,77.0,11.0,12.0,22.0,91.0,17.0,28.0,8.0,17.0,3.0,17.0,8.0,0.0,3.0,0.0,100.0,192.0,51.0,18.0,22.0,6.0,3.0,0.0,0.0,4921.83,0.09000000000000001,0.09999999999999999,0.162,0.0,0.0,0.162,0.0,0.162,0.0,0.324,0.0,0.0
17,967,7,22,11097.31,7.0,7.0,117.0,47.0,70.0,9.0,10.0,26.0,50.0,27.0,1.0,5.0,10.0,22.0,9.0,10.0,35.0,28.0,27.0,9.0,2.0,42.0,8.0,54.0,14.0,6.0,5.0,47.0,8.0,21.0,9.0,10.0,2.0,9.0,0.0,6.0,6.0,0.0,61.0,116.0,31.0,14.0,9.0,5.0,2.0,0.0,0.0,4921.83,0.09000000000000001,0.09999999999999999,0.162,0.162,0.0,0.162,0.0,0.0,0.162,0.162,0.0,0.0
18,975,7,22,23627.5,7.0,7.0,401.0,182.0,219.0,27.0,41.0,32.0,156.0,166.0,10.0,23.0,17.0,68.0,64.0,87.0,131.0,94.0,49.0,26.0,2.0,150.0,2.0,205.0,27.0,22.0,16.0,156.0,30.0,19.0,2.0,13.0,4.0,11.0,4.0,3.0,1.0,0.0,205.0,401.0,84.0,72.0,31.0,13.0,3.0,2.0,13.0,4921.83,0.18,0.1,0.18,0.0,0.0,0.45,0.0,0.0,0.0,0.09,0.0,0.0
19,980,7,22,13408.4,7.0,7.0,210.0,98.0,112.0,13.0,24.0,51.0,90.0,44.0,6.0,11.0,25.0,38.0,18.0,41.0,56.0,57.0,26.0,15.0,5.0,104.0,6.0,83.0,14.0,11.0,11.0,85.0,12.0,23.0,12.0,11.0,0.0,14.0,6.0,0.0,3.0,0.0,124.0,210.0,66.0,35.0,18.0,5.0,0.0,0.0,0.0,4921.83,0.1305,0.14049999999999999,0.28350000000000003,0.0,0.1215,0.243,0.0405,0.0,0.0,0.0405,0.0,0.0
20,981,7,22,8445.48,7.0,7.0,214.0,99.0,115.0,24.0,23.0,62.0,79.0,33.0,12.0,12.0,30.0,37.0,8.0,26.0,58.0,65.0,28.0,17.0,4.0,99.0,15.0,62.0,10.0,4.0,13.0,103.0,13.0,46.0,23.0,22.0,1.0,28.0,12.0,5.0,1.0,0.0,106.0,214.0,52.0,23.0,17.0,10.0,1.0,3.0,20.0,4921.83,0.09,0.28,0.36,0.0,0.09,0.18,0.0,0.0,0.0,0.0,0.0,0.0
21,984,7,22,17864.01,7.0,7.0,324.0,165.0,159.0,32.0,38.0,61.0,152.0,65.0,20.0,23.0,29.0,62.0,31.0,57.0,95.0,82.0,50.0,21.0,0.0,134.0,10.0,131.0,20.0,16.0,15.0,143.0,30.0,19.0,10.0,7.0,2.0,4.0,15.0,0.0,0.0,0.0,145.0,324.0,43.0,49.0,30.0,22.0,1.0,0.0,0.0,4921.83,0.09000000000000001,0.1,0.25772727272727275,0.0,0.14727272727272728,0.33136363636363636,0.03681818181818182,0.0,0.0,0.03681818181818182,0.0,0.0
22,986,7,22,15405.32,7.0,7.0,570.0,262.0,308.0,51.0,45.0,129.0,231.0,141.0,30.0,24.0,69.0,87.0,52.0,91.0,173.0,153.0,84.0,38.0,1.0,247.0,22.0,235.0,38.0,28.0,33.0,259.0,25.0,39.0,15.0,23.0,1.0,34.0,1.0,3.0,1.0,0.0,297.0,570.0,131.0,92.0,46.0,23.0,5.0,0.0,0.0,4921.83,0.09000000000000001,0.19529411764705884,0.14294117647058824,0.0,0.19058823529411764,0.3811764705882353,0.0,0.0,0.0,0.0,0.0,0.0
23,987,7,22,13920.84,7.0,7.0,251.0,126.0,125.0,33.0,28.0,39.0,113.0,51.0,22.0,19.0,15.0,47.0,23.0,40.0,86.0,56.0,29.0,23.0,0.0,119.0,5.0,83.0,15.0,16.0,8.0,136.0,24.0,10.0,6.0,4.0,0.0,1.0,0.0,4.0,5.0,0.0,117.0,251.0,48.0,25.0,23.0,21.0,0.0,0.0,0.0,4921.83,0.09,0.5049999999999999,0.0,0.0,0.0,0.40499999999999997,0.0,0.0,0.0,0.0,0.0,0.0
24,988,7,22,9209.73,7.0,7.0,3.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4921.83,0.09000000000000001,0.2735714285714286,0.11571428571428573,0.0,0.057857142857142864,0.23142857142857146,0.0,0.23142857142857146,0.0,0.0,0.0,0.0
25,997,7,22,21163.8,7.0,7.0,617.0,284.0,333.0,39.0,65.0,117.0,259.0,175.0,22.0,39.0,55.0,100.0,68.0,114.0,206.0,146.0,95.0,33.0,1.0,266.0,11.0,272.0,48.0,27.0,28.0,258.0,44.0,52.0,21.0,28.0,3.0,41.0,0.0,0.0,11.0,0.0,336.0,617.0,153.0,110.0,50.0,21.0,2.0,0.0,0.0,4921.83,0.09000000000000001,0.1675,0.0,0.0,0.135,0.40499999999999997,0.0,0.0,0.0,0.20249999999999999,0.0,0.0
26,998,7,22,20342.97,7.0,7.0,778.0,372.0,406.0,52.0,87.0,138.0,337.0,205.0,27.0,51.0,65.0,144.0,85.0,128.0,234.0,220.0,122.0,38.0,5.0,325.0,15.0,344.0,46.0,44.0,37.0,326.0,60.0,24.0,9.0,13.0,2.0,17.0,2.0,2.0,3.0,0.0,368.0,778.0,131.0,117.0,78.0,32.0,9.0,1.0,6.0,4921.83,0.08999999999999998,0.208,0.162,0.0,0.216,0.0,0.0,0.0,0.0,0.324,0.0,0.0
27,1003,7,23,84975.35,70.0,7.0,58.0,32.0,26.0,4.0,7.0,15.0,21.0,12.0,1.0,5.0,10.0,10.0,6.0,3.0,6.0,25.0,17.0,4.0,1.0,27.0,1.0,21.0,6.0,1.0,4.0,26.0,1.0,22.0,9.0,12.0,1.0,18.0,1.0,2.0,1.0,0.0,29.0,52.0,15.0,10.0,1.0,1.0,2.0,0.0,0.0,4746.48,0.09000000000000001,0.09999999999999999,0.0,0.0,0.081,0.162,0.324,0.0,0.0,0.162,0.081,0.0
28,1004,7,23,23629.19,70.0,7.0,194.0,97.0,97.0,19.0,36.0,37.0,85.0,23.0,9.0,16.0,20.0,43.0,9.0,19.0,62.0,63.0,27.0,9.0,0.0,82.0,9.0,70.0,14.0,19.0,11.0,101.0,10.0,54.0,27.0,26.0,1.0,29.0,15.0,0.0,10.0,0.0,78.0,194.0,27.0,17.0,12.0,14.0,7.0,1.0,6.0,4746.48,0.19125,0.20125,0.30375,0.0,0.0,0.10125,0.0,0.10125,0.0,0.10125,0.0,0.0
29,1006,7,23,14246.02,70.0,7.0,68.0,37.0,31.0,2.0,8.0,10.0,30.0,19.0,1.0,4.0,7.0,17.0,8.0,4.0,20.0,27.0,12.0,3.0,1.0,31.0,0.0,32.0,3.0,3.0,1.0,32.0,6.0,3.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,37.0,68.0,16.0,12.0,8.0,1.0,0.0,0.0,0.0,4746.48,0.09000000000000001,0.09999999999999999,0.162,0.0,0.0,0.486,0.0,0.162,0.0,0.0,0.0,0.0
30,1013,7,23,20731.14,70.0,7.0,37.0,17.0,20.0,3.0,2.0,12.0,13.0,9.0,2.0,1.0,6.0,4.0,4.0,0.0,13.0,13.0,5.0,2.0,1.0,8.0,5.0,18.0,5.0,1.0,2.0,7.0,2.0,12.0,4.0,8.0,0.0,3.0,8.0,0.0,1.0,0.0,18.0,37.0,9.0,4.0,1.0,3.0,1.0,0.0,0.0,4746.48,0.09000000000000001,0.1,0.0,0.135,0.0,0.675,0.0,0.0,0.0,0.0,0.0,0.0
31,1016,7,23,9504.63,70.0,7.0,114.0,49.0,65.0,8.0,15.0,16.0,52.0,31.0,5.0,5.0,6.0,22.0,11.0,13.0,36.0,36.0,20.0,3.0,0.0,42.0,8.0,52.0,9.0,7.0,5.0,53.0,4.0,6.0,2.0,3.0,1.0,5.0,1.0,0.0,0.0,0.0,57.0,114.0,24.0,17.0,9.0,6.0,1.0,0.0,0.0,4746.48,0.33299999999999996,0.09999999999999999,0.0,0.0,0.0,0.5670000000000001,0.0,0.0,0.0,0.0,0.0,0.0
32,1020,7,23,10230.12,70.0,7.0,247.0,119.0,128.0,23.0,31.0,64.0,96.0,40.0,11.0,16.0,29.0,44.0,19.0,36.0,63.0,70.0,38.0,16.0,6.0,110.0,8.0,94.0,12.0,13.0,11.0,111.0,14.0,23.0,11.0,10.0,2.0,7.0,13.0,2.0,1.0,0.0,124.0,247.0,55.0,37.0,18.0,8.0,5.0,1.0,7.0,4746.48,0.09000000000000001,0.1,0.3471428571428572,0.0,0.0,0.4628571428571429,0.0,0.0,0.0,0.0,0.0,0.0
33,1024,7,23,8058.33,70.0,7.0,177.0,78.0,99.0,29.0,25.0,54.0,50.0,25.0,12.0,9.0,25.0,22.0,10.0,16.0,43.0,49.0,35.0,15.0,1.0,76.0,9.0,51.0,12.0,8.0,7.0,83.0,11.0,48.0,23.0,24.0,1.0,17.0,4.0,2.0,25.0,0.0,76.0,177.0,29.0,21.0,8.0,10.0,6.0,2.0,12.0,4746.48,0.09000000000000001,0.17363636363636362,0.14727272727272728,0.0,0.14727272727272728,0.22090909090909092,0.07363636363636364,0.07363636363636364,0.0,0.07363636363636364,0.0,0.0
34,1028,7,23,9149.64,70.0,7.0,163.0,86.0,77.0,8.0,21.0,38.0,74.0,28.0,4.0,9.0,24.0,40.0,9.0,31.0,38.0,40.0,37.0,9.0,4.0,73.0,9.0,62.0,18.0,6.0,8.0,61.0,14.0,32.0,10.0,19.0,3.0,7.0,24.0,0.0,1.0,0.0,92.0,163.0,54.0,18.0,9.0,10.0,0.0,1.0,6.0,4746.48,0.135,0.14500000000000002,0.09,0.045,0.18,0.36,0.0,0.0,0.0,0.045,0.0,0.0
35,1031,7,23,9333.89,70.0,7.0,255.0,130.0,125.0,22.0,38.0,63.0,102.0,39.0,14.0,19.0,32.0,46.0,19.0,22.0,56.0,81.0,53.0,23.0,6.0,101.0,10.0,101.0,27.0,16.0,16.0,111.0,18.0,76.0,37.0,37.0,2.0,26.0,25.0,1.0,24.0,0.0,109.0,255.0,37.0,34.0,13.0,16.0,7.0,2.0,12.0,4746.48,0.09000000000000001,0.1,0.27,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0
36,1036,7,23,6873.73,70.0,7.0,154.0,77.0,77.0,12.0,15.0,38.0,56.0,37.0,7.0,3.0,21.0,30.0,16.0,20.0,41.0,45.0,29.0,8.0,1.0,54.0,5.0,78.0,21.0,9.0,11.0,49.0,11.0,11.0,6.0,5.0,0.0,2.0,3.0,6.0,0.0,0.0,83.0,154.0,39.0,26.0,10.0,7.0,1.0,0.0,0.0,4746.48,0.09,0.19,0.45,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0
37,1038,7,23,9934.87,70.0,7.0,30.0,14.0,16.0,2.0,7.0,6.0,10.0,5.0,0.0,3.0,4.0,4.0,3.0,6.0,11.0,6.0,5.0,1.0,0.0,13.0,2.0,12.0,1.0,3.0,2.0,17.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,16.0,30.0,8.0,4.0,2.0,2.0,0.0,0.0,0.0,4746.48,0.09000000000000001,0.1,0.0,0.0,0.0,0.27,0.0,0.54,0.0,0.0,0.0,0.0
38,1049,7,24,14603.92,70.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4517.880000000001,0.09000000000000001,0.1,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0
39,1050,7,24,31905.21,70.0,7.0,410.0,201.0,209.0,32.0,62.0,86.0,167.0,84.0,16.0,36.0,45.0,67.0,37.0,38.0,82.0,159.0,80.0,26.0,6.0,167.0,21.0,165.0,29.0,21.0,27.0,167.0,28.0,121.0,54.0,61.0,6.0,24.0,60.0,8.0,29.0,0.0,179.0,410.0,63.0,52.0,28.0,23.0,12.0,1.0,7.0,4517.880000000001,0.11793103448275863,0.18379310344827587,0.05586206896551724,0.0,0.11172413793103449,0.3351724137931035,0.11172413793103449,0.0,0.02793103448275862,0.05586206896551724,0.0,0.0
40,1052,7,24,7280.72,70.0,7.0,348.0,166.0,182.0,23.0,44.0,55.0,148.0,103.0,12.0,21.0,26.0,58.0,49.0,23.0,97.0,117.0,78.0,18.0,3.0,123.0,12.0,178.0,32.0,16.0,21.0,116.0,24.0,82.0,36.0,36.0,10.0,52.0,11.0,3.0,16.0,0.0,160.0,348.0,57.0,52.0,29.0,14.0,4.0,4.0,24.0,4517.880000000001,0.09000000000000001,0.23500000000000001,0.0,0.0,0.135,0.0,0.0,0.0,0.0,0.54,0.0,0.0
41,1058,7,24,35333.77,70.0,7.0,171.0,88.0,83.0,34.0,25.0,50.0,53.0,11.0,22.0,12.0,21.0,30.0,3.0,15.0,25.0,58.0,24.0,18.0,7.0,77.0,7.0,45.0,24.0,4.0,8.0,72.0,21.0,120.0,63.0,56.0,1.0,17.0,51.0,7.0,45.0,0.0,68.0,171.0,24.0,13.0,15.0,7.0,7.0,2.0,13.0,4517.880000000001,0.09,0.09999999999999999,0.40499999999999997,0.0,0.0,0.0,0.40499999999999997,0.0,0.0,0.0,0.0,0.0
42,1076,7,24,11721.06,66.0,7.0,335.0,182.0,153.0,48.0,58.0,91.0,114.0,32.0,26.0,34.0,51.0,58.0,13.0,23.0,68.0,118.0,47.0,38.0,13.0,132.0,15.0,117.0,31.0,16.0,43.0,123.0,24.0,247.0,109.0,121.0,17.0,49.0,112.0,20.0,66.0,0.0,146.0,335.0,57.0,37.0,24.0,15.0,9.0,4.0,27.0,4517.880000000001,0.08999999999999998,0.09999999999999999,0.378,0.0,0.054,0.324,0.054,0.0,0.0,0.0,0.0,0.0
43,1081,7,24,14341.12,70.0,7.0,578.0,278.0,300.0,58.0,83.0,103.0,217.0,143.0,32.0,53.0,43.0,93.0,57.0,33.0,156.0,209.0,94.0,46.0,5.0,220.0,16.0,255.0,38.0,32.0,40.0,248.0,33.0,165.0,88.0,71.0,6.0,52.0,58.0,14.0,41.0,0.0,261.0,577.0,99.0,74.0,44.0,32.0,5.0,7.0,45.0,4517.880000000001,0.09,0.09999999999999999,0.10124999999999999,0.0,0.253125,0.253125,0.0,0.0,0.0,0.20249999999999999,0.0,0.0
44,1082,7,24,23316.29,70.0,7.0,635.0,345.0,290.0,71.0,112.0,173.0,226.0,77.0,39.0,65.0,98.0,103.0,40.0,37.0,165.0,207.0,102.0,55.0,18.0,243.0,32.0,242.0,67.0,45.0,45.0,255.0,45.0,329.0,156.0,162.0,11.0,69.0,166.0,12.0,82.0,0.0,258.0,635.0,91.0,55.0,49.0,41.0,15.0,7.0,48.0,4517.880000000001,0.19125,0.3025,0.10125,0.10125,0.0,0.2025,0.0,0.0,0.10125,0.0,0.0,0.0
45,1083,7,24,14045.92,70.0,7.0,261.0,121.0,140.0,25.0,40.0,57.0,103.0,52.0,14.0,18.0,31.0,38.0,20.0,28.0,73.0,82.0,45.0,14.0,2.0,100.0,8.0,114.0,24.0,17.0,17.0,113.0,17.0,65.0,25.0,39.0,1.0,39.0,12.0,5.0,9.0,0.0,124.0,261.0,51.0,30.0,26.0,14.0,2.0,1.0,6.0,4517.880000000001,0.09000000000000001,0.1,0.11571428571428573,0.0,0.0,0.4628571428571429,0.0,0.0,0.0,0.23142857142857146,0.0,0.0
46,1087,7,24,7546.46,70.0,7.0,166.0,82.0,84.0,9.0,24.0,22.0,71.0,49.0,5.0,14.0,10.0,27.0,26.0,14.0,53.0,58.0,29.0,5.0,0.0,69.0,5.0,74.0,9.0,7.0,7.0,75.0,3.0,3.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,78.0,166.0,23.0,31.0,17.0,5.0,2.0,0.0,0.0,4517.880000000001,0.09000000000000001,0.09999999999999999,0.324,0.0,0.0,0.0,0.162,0.0,0.0,0.324,0.0,0.0
47,1089,7,24,30636.29,66.0,7.0,393.0,202.0,191.0,38.0,76.0,76.0,160.0,60.0,23.0,48.0,40.0,64.0,27.0,31.0,106.0,135.0,66.0,31.0,3.0,159.0,13.0,157.0,43.0,26.0,21.0,173.0,31.0,120.0,57.0,56.0,7.0,52.0,25.0,31.0,12.0,0.0,158.0,393.0,44.0,44.0,35.0,25.0,5.0,5.0,31.0,4517.880000000001,0.11793103448275863,0.2396551724137931,0.16758620689655174,0.0,0.0,0.2513793103448276,0.08379310344827587,0.05586206896551724,0.02793103448275862,0.05586206896551724,0.0,0.0
48,1096,7,24,8150.47,66.0,7.0,448.0,231.0,217.0,37.0,63.0,121.0,181.0,62.0,21.0,23.0,76.0,85.0,26.0,39.0,119.0,160.0,60.0,37.0,9.0,185.0,24.0,172.0,38.0,28.0,38.0,173.0,42.0,186.0,76.0,103.0,7.0,65.0,44.0,19.0,58.0,0.0,208.0,448.0,89.0,42.0,47.0,21.0,5.0,4.0,25.0,4517.880000000001,0.09,0.19,0.09,0.09,0.0,0.27,0.0,0.09,0.0,0.18,0.0,0.0
49,1098,7,24,8806.12,70.0,7.0,144.0,71.0,73.0,10.0,16.0,34.0,69.0,25.0,5.0,12.0,18.0,25.0,11.0,11.0,36.0,58.0,17.0,14.0,3.0,52.0,6.0,65.0,13.0,9.0,14.0,46.0,9.0,51.0,17.0,29.0,5.0,20.0,24.0,3.0,4.0,0.0,76.0,144.0,39.0,21.0,3.0,11.0,2.0,0.0,0.0,4517.880000000001,0.09000000000000001,0.09999999999999999,0.324,0.0,0.162,0.324,0.0,0.0,0.0,0.0,0.0,0.0
50,1100,7,24,26817.14,70.0,7.0,939.0,505.0,434.0,121.0,124.0,271.0,348.0,110.0,60.0,62.0,164.0,168.0,51.0,83.0,232.0,303.0,129.0,84.0,21.0,400.0,57.0,291.0,88.0,32.0,57.0,387.0,70.0,473.0,220.0,223.0,30.0,114.0,195.0,51.0,113.0,0.0,428.0,939.0,195.0,92.0,60.0,48.0,18.0,15.0,98.0,4517.880000000001,0.11892857142857143,0.12892857142857142,0.23142857142857146,0.0,0.2025,0.23142857142857146,0.057857142857142864,0.0,0.0,0.028928571428571432,0.0,0.0
